,type,genotype,N,mean,sd,se,gene,log2Mean,lineGroup
2350,Cmbr,tf2,4,26.11423997,26.52057862,13.26028931,Solyc03g078390,4.706764811,tf2.Solyc03g078390
2351,Cmbr,wt,6,32.32028593,15.7290069,6.421340176,Solyc03g078390,5.014368056,wt.Solyc03g078390
2352,Cother,tf2,4,18.17057672,9.500098979,4.750049489,Solyc03g078390,4.183532305,tf2.Solyc03g078390
2353,Cother,wt,3,18.57541824,2.755914355,1.591127895,Solyc03g078390,4.215322789,wt.Solyc03g078390
2354,Ambr,tf2,4,22.16236284,6.022293754,3.011146877,Solyc03g082430,4.470039797,tf2.Solyc03g082430
2355,Ambr,wt,3,21.0599679,11.1783716,6.453835851,Solyc03g082430,4.396431332,wt.Solyc03g082430
2356,Aother,tf2,4,9.82336692,4.772257778,2.386128889,Solyc03g082430,3.296217587,tf2.Solyc03g082430
2357,Aother,wt,5,23.61009925,13.7926963,6.168281305,Solyc03g082430,4.561332201,wt.Solyc03g082430
2358,Bmbr,tf2,3,14.24172078,3.254423331,1.878942186,Solyc03g082430,3.832051568,tf2.Solyc03g082430
2359,Bmbr,wt,4,10.7643468,3.866889877,1.933444939,Solyc03g082430,3.428188871,wt.Solyc03g082430
2360,Bother,tf2,4,54.64887241,10.49676798,5.248383992,Solyc03g082430,5.772119823,tf2.Solyc03g082430
2361,Bother,wt,4,56.88834905,26.9016811,13.45084055,Solyc03g082430,5.830061308,wt.Solyc03g082430
2362,Cmbr,tf2,4,28.02778233,18.45466445,9.227332227,Solyc03g082430,4.808785692,tf2.Solyc03g082430
2363,Cmbr,wt,6,38.56381473,17.18496867,7.015734082,Solyc03g082430,5.269175865,wt.Solyc03g082430
2364,Cother,tf2,4,44.81615157,28.76117485,14.38058743,Solyc03g082430,5.485946863,tf2.Solyc03g082430
2365,Cother,wt,3,35.08520914,11.14335095,6.433616672,Solyc03g082430,5.132791057,wt.Solyc03g082430
2366,Ambr,tf2,4,7.847508083,1.784417434,0.892208717,Solyc03g082890,2.97223461,tf2.Solyc03g082890
2367,Ambr,wt,3,4.145744238,2.203065849,1.271940661,Solyc03g082890,2.051631115,wt.Solyc03g082890
2368,Aother,tf2,4,6.355359021,2.509528746,1.254764373,Solyc03g082890,2.667973627,tf2.Solyc03g082890
2369,Aother,wt,5,9.315639461,3.020763791,1.350926636,Solyc03g082890,3.219654805,wt.Solyc03g082890
2370,Bmbr,tf2,3,6.476268301,6.004784163,3.466863753,Solyc03g082890,2.695162755,tf2.Solyc03g082890
2371,Bmbr,wt,4,6.452444436,3.751660214,1.875830107,Solyc03g082890,2.689845813,wt.Solyc03g082890
2372,Bother,tf2,4,7.304137146,4.797863985,2.398931992,Solyc03g082890,2.868713854,tf2.Solyc03g082890
2373,Bother,wt,4,6.345927212,6.14579495,3.072897475,Solyc03g082890,2.665830974,wt.Solyc03g082890
2374,Cmbr,tf2,4,24.3952199,31.7964267,15.89821335,Solyc03g082890,4.608526583,tf2.Solyc03g082890
2375,Cmbr,wt,6,4.201714109,3.599912968,1.469658315,Solyc03g082890,2.070978002,wt.Solyc03g082890
2376,Cother,tf2,4,13.42114307,11.29279038,5.646395189,Solyc03g082890,3.746435645,tf2.Solyc03g082890
2377,Cother,wt,3,6.963006302,1.5660979,0.904187044,Solyc03g082890,2.799710329,wt.Solyc03g082890
2378,Ambr,tf2,4,6.190149365,2.681942062,1.340971031,Solyc03g083060,2.629974221,tf2.Solyc03g083060
2379,Ambr,wt,3,8.096975141,6.388742748,3.688542345,Solyc03g083060,3.017383048,wt.Solyc03g083060
2380,Aother,tf2,4,35.57117487,40.83628055,20.41814027,Solyc03g083060,5.15263672,tf2.Solyc03g083060
2381,Aother,wt,5,11.10195416,6.399652795,2.862011737,Solyc03g083060,3.472741736,wt.Solyc03g083060
2382,Bmbr,tf2,3,4.277857006,2.517620274,1.453548743,Solyc03g083060,2.096888259,tf2.Solyc03g083060
2383,Bmbr,wt,4,3.623971546,3.291879898,1.645939949,Solyc03g083060,1.857571628,wt.Solyc03g083060
2384,Bother,tf2,4,7.953747568,2.157968965,1.078984483,Solyc03g083060,2.991634775,tf2.Solyc03g083060
2385,Bother,wt,4,8.237626244,5.069979829,2.534989914,Solyc03g083060,3.04222867,wt.Solyc03g083060
2386,Cmbr,tf2,4,4.76449817,3.4750927,1.73754635,Solyc03g083060,2.252324267,tf2.Solyc03g083060
2387,Cmbr,wt,6,2.559898059,2.568757662,1.048690924,Solyc03g083060,1.35608636,wt.Solyc03g083060
2388,Cother,tf2,4,6.424568842,3.359295545,1.679647773,Solyc03g083060,2.683599637,tf2.Solyc03g083060
2389,Cother,wt,3,7.966339238,6.755146527,3.900085666,Solyc03g083060,2.993916917,wt.Solyc03g083060
2390,Ambr,tf2,4,5.193736028,2.119601563,1.059800782,Solyc03g083100,2.376772691,tf2.Solyc03g083100
2391,Ambr,wt,3,4.330182508,4.293640106,2.478934271,Solyc03g083100,2.114427833,wt.Solyc03g083100
2392,Aother,tf2,4,5.538984107,1.334531116,0.667265558,Solyc03g083100,2.469621399,tf2.Solyc03g083100
2393,Aother,wt,5,3.285474516,2.319942657,1.037509897,Solyc03g083100,1.716101752,wt.Solyc03g083100
2394,Bmbr,tf2,3,4.629202454,3.333982958,1.924875958,Solyc03g083100,2.210763659,tf2.Solyc03g083100
2395,Bmbr,wt,4,2.197258631,2.412195596,1.206097798,Solyc03g083100,1.135704694,wt.Solyc03g083100
2396,Bother,tf2,4,1.537266405,1.023962377,0.511981188,Solyc03g083100,0.620367203,tf2.Solyc03g083100
2398,Cmbr,tf2,4,1.860273501,1.857143481,0.92857174,Solyc03g083100,0.895514745,tf2.Solyc03g083100
2401,Cother,wt,3,2.89943515,2.411055374,1.392023469,Solyc03g083100,1.535771871,wt.Solyc03g083100
2402,Ambr,tf2,4,42.09960668,24.78016458,12.39008229,Solyc03g083510,5.39573485,tf2.Solyc03g083510
2403,Ambr,wt,3,46.31353271,12.53718402,7.238346569,Solyc03g083510,5.533361902,wt.Solyc03g083510
2404,Aother,tf2,4,30.58039143,28.44821067,14.22410534,Solyc03g083510,4.934534968,tf2.Solyc03g083510
2405,Aother,wt,5,59.05674257,27.97757025,12.51194979,Solyc03g083510,5.884029878,wt.Solyc03g083510
2406,Bmbr,tf2,3,33.89212292,22.40015295,12.93273434,Solyc03g083510,5.082878102,tf2.Solyc03g083510
2407,Bmbr,wt,4,45.37743226,23.83890383,11.91945191,Solyc03g083510,5.503903069,wt.Solyc03g083510
2408,Bother,tf2,4,27.59368592,17.80193111,8.900965555,Solyc03g083510,4.786266277,tf2.Solyc03g083510
2409,Bother,wt,4,37.19203871,35.95763003,17.97881502,Solyc03g083510,5.216921928,wt.Solyc03g083510
2410,Cmbr,tf2,4,15.04273559,6.886137819,3.44306891,Solyc03g083510,3.910995047,tf2.Solyc03g083510
2411,Cmbr,wt,6,36.95491083,16.11218958,6.577773852,Solyc03g083510,5.207694188,wt.Solyc03g083510
2412,Cother,tf2,4,36.75058623,32.48800362,16.24400181,Solyc03g083510,5.199695358,tf2.Solyc03g083510
2413,Cother,wt,3,38.1976225,21.3684361,12.33707233,Solyc03g083510,5.255410939,wt.Solyc03g083510
2414,Ambr,tf2,4,209.8226502,84.34578002,42.17289001,Solyc03g083970,7.713026614,tf2.Solyc03g083970
2415,Ambr,wt,3,220.8666645,43.29442991,24.99605076,Solyc03g083970,7.787031878,wt.Solyc03g083970
2416,Aother,tf2,4,346.6609023,141.0047261,70.50236307,Solyc03g083970,8.437381323,tf2.Solyc03g083970
2417,Aother,wt,5,317.2817161,120.6589981,53.96034437,Solyc03g083970,8.309620575,wt.Solyc03g083970
2418,Bmbr,tf2,3,233.0225182,94.98413215,54.83911427,Solyc03g083970,7.864325566,tf2.Solyc03g083970
2419,Bmbr,wt,4,287.4187372,41.51491735,20.75745868,Solyc03g083970,8.167010306,wt.Solyc03g083970
2420,Bother,tf2,4,408.2384945,46.8462012,23.4231006,Solyc03g083970,8.673268416,tf2.Solyc03g083970
2421,Bother,wt,4,328.8105693,117.0849713,58.54248564,Solyc03g083970,8.361112863,wt.Solyc03g083970
2422,Cmbr,tf2,4,417.1063374,182.144986,91.07249298,Solyc03g083970,8.704271422,tf2.Solyc03g083970
2423,Cmbr,wt,6,398.4203676,119.5138585,48.79132844,Solyc03g083970,8.638147591,wt.Solyc03g083970
2424,Cother,tf2,4,515.0351553,156.2239245,78.11196224,Solyc03g083970,9.008527101,tf2.Solyc03g083970
2425,Cother,wt,3,368.216792,87.90805047,50.7537366,Solyc03g083970,8.52441161,wt.Solyc03g083970
2426,Ambr,tf2,4,4.242826489,3.25925691,1.629628455,Solyc03g093240,2.085025681,tf2.Solyc03g093240
2427,Ambr,wt,3,7.599866681,1.870399987,1.079875936,Solyc03g093240,2.925974111,wt.Solyc03g093240
2428,Aother,tf2,4,3.916417231,2.423852796,1.211926398,Solyc03g093240,1.969534469,tf2.Solyc03g093240
2429,Aother,wt,5,5.560009974,2.093835865,0.936391865,Solyc03g093240,2.475087471,wt.Solyc03g093240
2430,Bmbr,tf2,3,5.644558138,4.571179746,2.639171857,Solyc03g093240,2.49686065,tf2.Solyc03g093240
2431,Bmbr,wt,4,4.235271995,2.377452509,1.188726254,Solyc03g093240,2.082454624,wt.Solyc03g093240
2432,Bother,tf2,4,3.069607238,1.583253339,0.791626669,Solyc03g093240,1.618054072,tf2.Solyc03g093240
2433,Bother,wt,4,1.415740638,1.265361386,0.632680693,Solyc03g093240,0.501556989,wt.Solyc03g093240
2434,Cmbr,tf2,4,2.893933931,3.626005193,1.813002597,Solyc03g093240,1.533031985,tf2.Solyc03g093240
2435,Cmbr,wt,6,4.923975467,2.649947005,1.081836335,Solyc03g093240,2.299823574,wt.Solyc03g093240
2436,Cother,tf2,4,4.890982834,2.38897611,1.194488055,Solyc03g093240,2.290124401,tf2.Solyc03g093240
2437,Cother,wt,3,6.901504535,5.51487958,3.18401721,Solyc03g093240,2.786910905,wt.Solyc03g093240
2438,Ambr,tf2,4,9.919455831,4.965238535,2.482619267,Solyc03g093520,3.310260978,tf2.Solyc03g093520
2439,Ambr,wt,3,7.072287404,4.744212941,2.739072619,Solyc03g093520,2.822176904,wt.Solyc03g093520
2440,Aother,tf2,4,7.220110864,4.364865319,2.18243266,Solyc03g093520,2.85202099,tf2.Solyc03g093520
2441,Aother,wt,5,11.99976723,3.221619519,1.440752048,Solyc03g093520,3.584934516,wt.Solyc03g093520
2442,Bmbr,tf2,3,12.10553812,7.65589631,4.420133796,Solyc03g093520,3.597595306,tf2.Solyc03g093520
2443,Bmbr,wt,4,8.393797133,4.295847137,2.147923569,Solyc03g093520,3.069323596,wt.Solyc03g093520
2444,Bother,tf2,4,11.56782692,5.122149034,2.561074517,Solyc03g093520,3.532045966,tf2.Solyc03g093520
2445,Bother,wt,4,5.900690149,3.683339646,1.841669823,Solyc03g093520,2.560883703,wt.Solyc03g093520
2446,Cmbr,tf2,4,12.08384076,6.249363437,3.124681719,Solyc03g093520,3.595007173,tf2.Solyc03g093520
2447,Cmbr,wt,6,16.07363676,8.008972875,3.269649485,Solyc03g093520,4.006624479,wt.Solyc03g093520
2448,Cother,tf2,4,9.343055787,10.43794593,5.218972966,Solyc03g093520,3.223894482,tf2.Solyc03g093520
2449,Cother,wt,3,9.671650642,2.063787033,1.191527999,Solyc03g093520,3.273762133,wt.Solyc03g093520
2450,Ambr,tf2,4,23.09481583,3.344330182,1.672165091,Solyc03g093690,4.529497137,tf2.Solyc03g093690
2451,Ambr,wt,3,29.69356568,27.13547039,15.66667114,Solyc03g093690,4.892078441,wt.Solyc03g093690
2452,Aother,tf2,4,24.67739096,17.69130727,8.845653637,Solyc03g093690,4.625117967,tf2.Solyc03g093690
2453,Aother,wt,5,22.01418111,4.34957555,1.945189321,Solyc03g093690,4.460361275,wt.Solyc03g093690
2454,Bmbr,tf2,3,9.294046898,5.923760649,3.420084805,Solyc03g093690,3.216306925,tf2.Solyc03g093690
2455,Bmbr,wt,4,13.7408236,7.78992697,3.894963485,Solyc03g093690,3.780396574,wt.Solyc03g093690
2456,Bother,tf2,4,28.48623904,8.725809744,4.362904872,Solyc03g093690,4.832193254,tf2.Solyc03g093690
2457,Bother,wt,4,31.67063453,16.66285248,8.331426242,Solyc03g093690,4.985073867,wt.Solyc03g093690
2458,Cmbr,tf2,4,27.02583738,15.60202787,7.801013933,Solyc03g093690,4.756267415,tf2.Solyc03g093690
2459,Cmbr,wt,6,20.53817273,17.57747346,7.17597349,Solyc03g093690,4.360235926,wt.Solyc03g093690
2460,Cother,tf2,4,26.92914414,8.864797742,4.432398871,Solyc03g093690,4.751096474,tf2.Solyc03g093690
2461,Cother,wt,3,33.38173001,9.793873114,5.654495279,Solyc03g093690,5.060986819,wt.Solyc03g093690
2462,Ambr,tf2,4,11.50060084,3.885394447,1.942697223,Solyc03g093830,3.523637331,tf2.Solyc03g093830
2463,Ambr,wt,3,5.255341824,4.466213719,2.578569693,Solyc03g093830,2.393784605,wt.Solyc03g093830
2464,Aother,tf2,4,4.222195599,3.522566949,1.761283474,Solyc03g093830,2.077993415,tf2.Solyc03g093830
2465,Aother,wt,5,12.67070918,13.88534823,6.209716506,Solyc03g093830,3.66342537,wt.Solyc03g093830
2466,Bmbr,tf2,3,3.213444787,2.116108767,1.221735966,Solyc03g093830,1.684120684,tf2.Solyc03g093830
2467,Bmbr,wt,4,4.597257447,2.397640075,1.198820038,Solyc03g093830,2.200773459,wt.Solyc03g093830
2468,Bother,tf2,4,16.06933835,4.899530116,2.449765058,Solyc03g093830,4.006238623,tf2.Solyc03g093830
2469,Bother,wt,4,8.182759176,4.931222174,2.465611087,Solyc03g093830,3.032587393,wt.Solyc03g093830
2470,Cmbr,tf2,4,16.74299205,3.150035614,1.575017807,Solyc03g093830,4.065485462,tf2.Solyc03g093830
2471,Cmbr,wt,6,7.051092879,5.380380608,2.196531185,Solyc03g093830,2.817846884,wt.Solyc03g093830
2472,Cother,tf2,4,9.74903849,4.811737196,2.405868598,Solyc03g093830,3.285259938,tf2.Solyc03g093830
2473,Cother,wt,3,12.15784324,9.44320872,5.452039097,Solyc03g093830,3.603815417,wt.Solyc03g093830
2474,Ambr,tf2,4,1.833714638,1.385693005,0.692846503,Solyc03g095290,0.874769145,tf2.Solyc03g095290
2475,Ambr,wt,3,1.117599563,1.278122239,0.737924219,Solyc03g095290,0.160403362,wt.Solyc03g095290
2476,Aother,tf2,4,1.961104628,1.159484285,0.579742143,Solyc03g095290,0.971666508,tf2.Solyc03g095290
2477,Aother,wt,5,3.879134582,1.984617916,0.887548114,Solyc03g095290,1.955734829,wt.Solyc03g095290
2478,Bmbr,tf2,3,1.493705193,0.922193287,0.532428542,Solyc03g095290,0.578895437,tf2.Solyc03g095290
2479,Bmbr,wt,4,3.18833318,1.933433136,0.966716568,Solyc03g095290,1.672802399,wt.Solyc03g095290
2480,Bother,tf2,4,2.942558988,3.100713959,1.55035698,Solyc03g095290,1.557071337,tf2.Solyc03g095290
2481,Bother,wt,4,2.397642353,2.564419129,1.282209564,Solyc03g095290,1.261616474,wt.Solyc03g095290
2482,Cmbr,tf2,4,4.049174213,2.509533985,1.254766993,Solyc03g095290,2.017627715,tf2.Solyc03g095290
2483,Cmbr,wt,6,3.417758533,2.922612091,1.19315139,Solyc03g095290,1.773050473,wt.Solyc03g095290
2484,Cother,tf2,4,3.799252273,2.831121557,1.415560778,Solyc03g095290,1.925715511,tf2.Solyc03g095290
2485,Cother,wt,3,2.545574805,0.912925543,0.527077808,Solyc03g095290,1.347991461,wt.Solyc03g095290
2486,Ambr,tf2,4,40.28852151,4.152047968,2.076023984,Solyc03g096850,5.332296958,tf2.Solyc03g096850
2487,Ambr,wt,3,26.82946159,6.835133129,3.946265952,Solyc03g096850,4.745746198,wt.Solyc03g096850
2488,Aother,tf2,4,48.72364408,14.53721779,7.268608894,Solyc03g096850,5.606550132,tf2.Solyc03g096850
2489,Aother,wt,5,31.83305391,6.949274768,3.107810155,Solyc03g096850,4.992453664,wt.Solyc03g096850
2490,Bmbr,tf2,3,19.26713616,11.18941368,6.460210999,Solyc03g096850,4.268070243,tf2.Solyc03g096850
2491,Bmbr,wt,4,20.74272381,6.64169627,3.320848135,Solyc03g096850,4.374533447,wt.Solyc03g096850
2492,Bother,tf2,4,47.7256837,16.7783951,8.389197549,Solyc03g096850,5.57669396,tf2.Solyc03g096850
2493,Bother,wt,4,27.21367667,16.13476059,8.067380294,Solyc03g096850,4.766259978,wt.Solyc03g096850
2494,Cmbr,tf2,4,42.577918,27.51597645,13.75798823,Solyc03g096850,5.412033501,tf2.Solyc03g096850
2495,Cmbr,wt,6,18.5396296,10.0929699,4.120437706,Solyc03g096850,4.212540516,wt.Solyc03g096850
2496,Cother,tf2,4,45.29222429,9.299350412,4.649675206,Solyc03g096850,5.501191486,tf2.Solyc03g096850
2497,Cother,wt,3,36.5056376,9.278883059,5.357165632,Solyc03g096850,5.190047373,wt.Solyc03g096850
2498,Ambr,tf2,4,28.44791152,10.38635354,5.193176772,Solyc03g097250,4.830250837,tf2.Solyc03g097250
2499,Ambr,wt,3,20.41396856,6.847257614,3.953266026,Solyc03g097250,4.351484771,wt.Solyc03g097250
2500,Aother,tf2,4,35.51387598,6.994325808,3.497162904,Solyc03g097250,5.150310919,tf2.Solyc03g097250
2501,Aother,wt,5,25.11789146,3.971966344,1.77631735,Solyc03g097250,4.650643456,wt.Solyc03g097250
2502,Bmbr,tf2,3,34.65557488,28.12163004,16.23603068,Solyc03g097250,5.115015545,tf2.Solyc03g097250
2503,Bmbr,wt,4,43.28925617,15.91436088,7.957180441,Solyc03g097250,5.435937106,wt.Solyc03g097250
2504,Bother,tf2,4,29.06948515,3.175380081,1.58769004,Solyc03g097250,4.861433615,tf2.Solyc03g097250
2505,Bother,wt,4,19.02203134,7.736234758,3.868117379,Solyc03g097250,4.249599413,wt.Solyc03g097250
2506,Cmbr,tf2,4,28.57853677,9.038326833,4.519163417,Solyc03g097250,4.836860147,tf2.Solyc03g097250
2507,Cmbr,wt,6,30.30472653,4.763263581,1.944594214,Solyc03g097250,4.921470918,wt.Solyc03g097250
2508,Cother,tf2,4,36.38775936,17.12780557,8.563902785,Solyc03g097250,5.185381312,tf2.Solyc03g097250
2509,Cother,wt,3,16.11735547,9.975985196,5.759637738,Solyc03g097250,4.010543141,wt.Solyc03g097250
2510,Ambr,tf2,4,102.2880354,15.55859643,7.779298214,Solyc03g098280,6.676493593,tf2.Solyc03g098280
2511,Ambr,wt,3,92.37151678,17.13211242,9.891229719,Solyc03g098280,6.529376153,wt.Solyc03g098280
2512,Aother,tf2,4,88.70225296,21.84714525,10.92357263,Solyc03g098280,6.470898843,tf2.Solyc03g098280
2513,Aother,wt,5,95.9446659,15.3813369,6.87874298,Solyc03g098280,6.584130696,wt.Solyc03g098280
2514,Bmbr,tf2,3,87.22821255,6.899876067,3.983645304,Solyc03g098280,6.446722922,tf2.Solyc03g098280
2515,Bmbr,wt,4,84.40332475,10.54288899,5.271444494,Solyc03g098280,6.399227924,wt.Solyc03g098280
2516,Bother,tf2,4,80.64165592,11.40177108,5.70088554,Solyc03g098280,6.333453359,tf2.Solyc03g098280
2517,Bother,wt,4,65.88118437,40.81268282,20.40634141,Solyc03g098280,6.041794586,wt.Solyc03g098280
2518,Cmbr,tf2,4,135.9558191,36.06626584,18.03313292,Solyc03g098280,7.086994092,tf2.Solyc03g098280
2519,Cmbr,wt,6,127.4492854,25.37528749,10.35941774,Solyc03g098280,6.993779474,wt.Solyc03g098280
2520,Cother,tf2,4,99.6944229,39.40618616,19.70309308,Solyc03g098280,6.639440895,tf2.Solyc03g098280
2521,Cother,wt,3,92.84912124,23.96288263,13.83497674,Solyc03g098280,6.536816351,wt.Solyc03g098280
2522,Ambr,tf2,4,36.89715811,9.843300678,4.921650339,Solyc03g110880,5.205437796,tf2.Solyc03g110880
2523,Ambr,wt,3,60.54288881,28.88517179,16.67686171,Solyc03g110880,5.91988561,wt.Solyc03g110880
2524,Aother,tf2,4,48.19580593,13.72318565,6.861592826,Solyc03g110880,5.590835701,tf2.Solyc03g110880
2525,Aother,wt,5,39.3461602,16.23308468,7.259656168,Solyc03g110880,5.298150944,wt.Solyc03g110880
2526,Bmbr,tf2,3,90.64771991,86.29927212,49.82490799,Solyc03g110880,6.502198827,tf2.Solyc03g110880
2527,Bmbr,wt,4,48.16445315,7.948874879,3.97443744,Solyc03g110880,5.589896881,wt.Solyc03g110880
2528,Bother,tf2,4,38.22608122,8.792902142,4.396451071,Solyc03g110880,5.256485404,tf2.Solyc03g110880
2529,Bother,wt,4,27.96214011,16.8219129,8.410956449,Solyc03g110880,4.805402878,wt.Solyc03g110880
2530,Cmbr,tf2,4,27.94063204,5.985876191,2.992938096,Solyc03g110880,4.804292751,tf2.Solyc03g110880
2531,Cmbr,wt,6,49.66580921,22.07776379,9.013209325,Solyc03g110880,5.634181113,wt.Solyc03g110880
2532,Cother,tf2,4,39.11687639,17.79765752,8.89882876,Solyc03g110880,5.289719266,tf2.Solyc03g110880
2533,Cother,wt,3,41.94337396,12.26286061,7.079965872,Solyc03g110880,5.390371013,wt.Solyc03g110880
2534,Ambr,tf2,4,13.01324318,5.004690639,2.50234532,Solyc03g110940,3.701908652,tf2.Solyc03g110940
2535,Ambr,wt,3,7.91396513,3.61972649,2.089850063,Solyc03g110940,2.984400709,wt.Solyc03g110940
2536,Aother,tf2,4,24.11445512,11.56490229,5.782451145,Solyc03g110940,4.591826307,tf2.Solyc03g110940
2537,Aother,wt,5,12.84631845,4.009378379,1.793048521,Solyc03g110940,3.68328306,wt.Solyc03g110940
2538,Bmbr,tf2,3,10.93320144,10.89083309,6.287825418,Solyc03g110940,3.450644005,tf2.Solyc03g110940
2539,Bmbr,wt,4,12.35215725,4.140860151,2.070430076,Solyc03g110940,3.62669112,wt.Solyc03g110940
2540,Bother,tf2,4,11.58580407,4.247064609,2.123532304,Solyc03g110940,3.534286267,tf2.Solyc03g110940
2541,Bother,wt,4,13.38651432,5.298485224,2.649242612,Solyc03g110940,3.742708445,wt.Solyc03g110940
2542,Cmbr,tf2,4,23.3721896,17.84891204,8.92445602,Solyc03g110940,4.546720993,tf2.Solyc03g110940
2543,Cmbr,wt,6,10.50888563,4.573681302,1.867197573,Solyc03g110940,3.393537788,wt.Solyc03g110940
2544,Cother,tf2,4,22.04670591,9.990169725,4.995084862,Solyc03g110940,4.462491208,tf2.Solyc03g110940
2545,Cother,wt,3,17.09349532,3.652034435,2.108503064,Solyc03g110940,4.095375528,wt.Solyc03g110940
2546,Ambr,tf2,4,86.88553298,7.514589059,3.757294529,Solyc03g111580,6.441044074,tf2.Solyc03g111580
2547,Ambr,wt,3,95.88150781,23.83446866,13.7608369,Solyc03g111580,6.583180692,wt.Solyc03g111580
2548,Aother,tf2,4,179.9236609,113.232719,56.61635949,Solyc03g111580,7.491241111,tf2.Solyc03g111580
2549,Aother,wt,5,80.53334184,28.83167999,12.89391927,Solyc03g111580,6.331514296,wt.Solyc03g111580
2550,Bmbr,tf2,3,72.58921573,42.85762732,24.74386267,Solyc03g111580,6.181683324,tf2.Solyc03g111580
2551,Bmbr,wt,4,119.2046001,34.52981193,17.26490597,Solyc03g111580,6.897296101,wt.Solyc03g111580
2552,Bother,tf2,4,87.52568331,13.50588091,6.752940456,Solyc03g111580,6.451634515,tf2.Solyc03g111580
2553,Bother,wt,4,78.64880624,36.3126819,18.15634095,Solyc03g111580,6.297352963,wt.Solyc03g111580
2554,Cmbr,tf2,4,89.78026529,32.15944399,16.07972199,Solyc03g111580,6.488326454,tf2.Solyc03g111580
2555,Cmbr,wt,6,110.56722,23.32340738,9.521741193,Solyc03g111580,6.788779921,wt.Solyc03g111580
2556,Cother,tf2,4,110.8325724,56.13777649,28.06888825,Solyc03g111580,6.792238125,tf2.Solyc03g111580
2557,Cother,wt,3,86.83329441,34.691527,20.02916245,Solyc03g111580,6.440176415,wt.Solyc03g111580
2558,Ambr,tf2,4,2.466203114,2.554556483,1.277278242,Solyc03g111610,1.302291624,tf2.Solyc03g111610
2559,Ambr,wt,3,3.765193185,3.938233476,2.273740157,Solyc03g111610,1.912723889,wt.Solyc03g111610
2560,Aother,tf2,4,17.43268834,18.1312147,9.06560735,Solyc03g111610,4.123723163,tf2.Solyc03g111610
2561,Aother,wt,5,9.969235651,6.389613634,2.857522087,Solyc03g111610,3.317482896,wt.Solyc03g111610
2562,Bmbr,tf2,3,2.768188694,1.996899428,1.152910422,Solyc03g111610,1.468942288,tf2.Solyc03g111610
2563,Bmbr,wt,4,4.110067304,5.946397171,2.973198585,Solyc03g111610,2.039162019,wt.Solyc03g111610
2564,Bother,tf2,4,12.71187436,4.361893716,2.180946858,Solyc03g111610,3.668104866,tf2.Solyc03g111610
2565,Bother,wt,4,6.674363019,2.931651211,1.465825605,Solyc03g111610,2.738630157,wt.Solyc03g111610
2566,Cmbr,tf2,4,4.552290067,6.326547037,3.163273518,Solyc03g111610,2.186592488,tf2.Solyc03g111610
2567,Cmbr,wt,6,4.85241095,10.79429295,4.406751642,Solyc03g111610,2.278701737,wt.Solyc03g111610
2568,Cother,tf2,4,6.553927062,4.205534737,2.102767369,Solyc03g111610,2.712359617,tf2.Solyc03g111610
2569,Cother,wt,3,4.648816048,3.437804537,1.984817375,Solyc03g111610,2.21686334,wt.Solyc03g111610
2570,Ambr,tf2,4,7.017961721,2.794404454,1.397202227,Solyc03g111700,2.811052079,tf2.Solyc03g111700
2571,Ambr,wt,3,4.588636484,2.272108648,1.31180254,Solyc03g111700,2.19806552,wt.Solyc03g111700
2572,Aother,tf2,4,8.047877658,2.471540342,1.235770171,Solyc03g111700,3.008608374,tf2.Solyc03g111700
2573,Aother,wt,5,16.51609052,18.49144953,8.26962763,Solyc03g111700,4.045800325,wt.Solyc03g111700
2574,Bmbr,tf2,3,3.97362078,3.112593035,1.797056427,Solyc03g111700,1.990454196,tf2.Solyc03g111700
2575,Bmbr,wt,4,6.063161926,2.987459488,1.493729744,Solyc03g111700,2.600070352,wt.Solyc03g111700
2576,Bother,tf2,4,13.13216554,4.752085886,2.376042943,Solyc03g111700,3.715032936,tf2.Solyc03g111700
2577,Bother,wt,4,11.8802289,4.431264621,2.215632311,Solyc03g111700,3.570490729,wt.Solyc03g111700
2578,Cmbr,tf2,4,14.37182224,12.79534311,6.397671555,Solyc03g111700,3.845171091,tf2.Solyc03g111700
2579,Cmbr,wt,6,8.339364105,5.766103312,2.35400182,Solyc03g111700,3.059937379,wt.Solyc03g111700
2580,Cother,tf2,4,15.10023272,8.606122372,4.303061186,Solyc03g111700,3.916498879,tf2.Solyc03g111700
2581,Cother,wt,3,13.95823106,2.514693719,1.451859096,Solyc03g111700,3.803044214,wt.Solyc03g111700
2582,Ambr,tf2,4,108.6384911,16.0213787,8.01068935,Solyc03g112150,6.763391536,tf2.Solyc03g112150
2583,Ambr,wt,3,111.6100006,32.84525017,18.96321403,Solyc03g112150,6.802322493,wt.Solyc03g112150
2584,Aother,tf2,4,141.9632967,51.65561314,25.82780657,Solyc03g112150,7.149374172,tf2.Solyc03g112150
2585,Aother,wt,5,91.90071929,18.38982218,8.224178499,Solyc03g112150,6.522004248,wt.Solyc03g112150
2586,Bmbr,tf2,3,77.71411163,65.95352852,38.07828744,Solyc03g112150,6.280104688,tf2.Solyc03g112150
2587,Bmbr,wt,4,90.5617494,16.65862882,8.32931441,Solyc03g112150,6.500829922,wt.Solyc03g112150
2588,Bother,tf2,4,109.4537059,24.52423713,12.26211856,Solyc03g112150,6.774176992,tf2.Solyc03g112150
2589,Bother,wt,4,66.62825444,29.24139514,14.62069757,Solyc03g112150,6.058062193,wt.Solyc03g112150
