,type,genotype,N,mean,sd,se,gene,log2Mean,lineGroup
4760,Bother,tf2,4,3.775632918,0.740651513,0.370325757,Solyc06g082970,1.916718507,tf2.Solyc06g082970
4761,Bother,wt,4,11.08257986,16.26722986,8.133614928,Solyc06g082970,3.470221854,wt.Solyc06g082970
4762,Cmbr,tf2,4,3.214946171,1.766768217,0.883384109,Solyc06g082970,1.684794582,tf2.Solyc06g082970
4763,Cmbr,wt,6,3.929024706,4.944894346,2.018744663,Solyc06g082970,1.974171239,wt.Solyc06g082970
4764,Cother,tf2,4,2.139356011,1.287854037,0.643927019,Solyc06g082970,1.097176582,tf2.Solyc06g082970
4765,Cother,wt,3,3.731953167,2.29569265,1.325418769,Solyc06g082970,1.899930882,wt.Solyc06g082970
4766,Ambr,tf2,4,6.046418136,3.0811999,1.54059995,Solyc06g083040,2.596080751,tf2.Solyc06g083040
4767,Ambr,wt,3,6.898198755,5.884884633,3.397639727,Solyc06g083040,2.786219697,wt.Solyc06g083040
4768,Aother,tf2,4,3.708663229,1.271516435,0.635758218,Solyc06g083040,1.890899268,tf2.Solyc06g083040
4769,Aother,wt,5,8.18223878,4.988574583,2.230958376,Solyc06g083040,3.03249564,wt.Solyc06g083040
4770,Bmbr,tf2,3,3.357447675,2.896250371,1.672150931,Solyc06g083040,1.747364916,tf2.Solyc06g083040
4771,Bmbr,wt,4,2.862966461,2.068620096,1.034310048,Solyc06g083040,1.517510769,wt.Solyc06g083040
4772,Bother,tf2,4,5.911814598,2.109238509,1.054619254,Solyc06g083040,2.563601026,tf2.Solyc06g083040
4773,Bother,wt,4,3.363353078,2.272596363,1.136298181,Solyc06g083040,1.749900238,wt.Solyc06g083040
4774,Cmbr,tf2,4,1.290822842,1.145122464,0.572561232,Solyc06g083040,0.368291012,tf2.Solyc06g083040
4775,Cmbr,wt,6,1.807715369,1.912989435,0.780974666,Solyc06g083040,0.854167538,wt.Solyc06g083040
4776,Cother,tf2,4,2.677350824,1.438598945,0.719299472,Solyc06g083040,1.420806194,tf2.Solyc06g083040
4777,Cother,wt,3,1.514167664,1.899067565,1.09642717,Solyc06g083040,0.598524964,wt.Solyc06g083040
4778,Ambr,tf2,4,5.430233643,3.57926453,1.789632265,Solyc06g083070,2.441014273,tf2.Solyc06g083070
4779,Ambr,wt,3,4.658962118,2.54994565,1.472211807,Solyc06g083070,2.2200086,wt.Solyc06g083070
4780,Aother,tf2,4,7.042410601,2.475690978,1.237845489,Solyc06g083070,2.816069345,tf2.Solyc06g083070
4781,Aother,wt,5,11.51161856,4.755093809,2.126542599,Solyc06g083070,3.525018789,wt.Solyc06g083070
4782,Bmbr,tf2,3,8.785199428,2.590414681,1.495576614,Solyc06g083070,3.135075036,tf2.Solyc06g083070
4783,Bmbr,wt,4,5.094186422,3.626245902,1.813122951,Solyc06g083070,2.348851756,wt.Solyc06g083070
4784,Bother,tf2,4,7.867704338,3.531467509,1.765733754,Solyc06g083070,2.975942743,tf2.Solyc06g083070
4785,Bother,wt,4,7.586990309,5.145914211,2.572957105,Solyc06g083070,2.923527695,wt.Solyc06g083070
4786,Cmbr,tf2,4,4.413639845,3.576725939,1.78836297,Solyc06g083070,2.14196891,tf2.Solyc06g083070
4787,Cmbr,wt,6,6.230708877,2.469424559,1.008138355,Solyc06g083070,2.63939631,wt.Solyc06g083070
4788,Cother,tf2,4,13.71406013,13.62462623,6.812313113,Solyc06g083070,3.777583848,tf2.Solyc06g083070
4789,Cother,wt,3,10.72116466,4.345037935,2.508608821,Solyc06g083070,3.422389731,wt.Solyc06g083070
4790,Ambr,tf2,4,19.76952912,10.09848777,5.049243886,Solyc06g083680,4.305206604,tf2.Solyc06g083680
4791,Ambr,wt,3,11.1688118,1.14234237,0.659531675,Solyc06g083680,3.481403807,wt.Solyc06g083680
4792,Aother,tf2,4,42.22347404,42.92813713,21.46406856,Solyc06g083680,5.39997338,tf2.Solyc06g083680
4793,Aother,wt,5,17.04120939,5.131563639,2.294905026,Solyc06g083680,4.09095582,wt.Solyc06g083680
4794,Bmbr,tf2,3,8.704383081,8.445491703,4.876006908,Solyc06g083680,3.121742051,tf2.Solyc06g083680
4795,Bmbr,wt,4,7.050507265,3.959869764,1.979934882,Solyc06g083680,2.817727059,wt.Solyc06g083680
4796,Bother,tf2,4,19.75205281,7.762739392,3.881369696,Solyc06g083680,4.303930694,tf2.Solyc06g083680
4797,Bother,wt,4,19.07578343,15.61615947,7.808079735,Solyc06g083680,4.253670404,wt.Solyc06g083680
4798,Cmbr,tf2,4,30.81132245,29.37726096,14.68863048,Solyc06g083680,4.9453887,tf2.Solyc06g083680
4799,Cmbr,wt,6,9.548879521,9.634368581,3.933214503,Solyc06g083680,3.255331455,wt.Solyc06g083680
4800,Cother,tf2,4,28.67040371,24.03369692,12.01684846,Solyc06g083680,4.841490314,tf2.Solyc06g083680
4801,Cother,wt,3,15.13521904,5.096857656,2.94267214,Solyc06g083680,3.919837649,wt.Solyc06g083680
4802,Ambr,tf2,4,42.81074146,17.75396731,8.876983654,Solyc06g084050,5.419900917,tf2.Solyc06g084050
4803,Ambr,wt,3,36.28256977,13.92528302,8.039765899,Solyc06g084050,5.181204735,wt.Solyc06g084050
4804,Aother,tf2,4,46.17151121,27.57456338,13.78728169,Solyc06g084050,5.528931048,tf2.Solyc06g084050
4805,Aother,wt,5,73.72684194,19.1838901,8.579296469,Solyc06g084050,6.204118056,wt.Solyc06g084050
4806,Bmbr,tf2,3,20.59242764,11.46467419,6.619132727,Solyc06g084050,4.364042014,tf2.Solyc06g084050
4807,Bmbr,wt,4,28.75854862,6.726076486,3.363038243,Solyc06g084050,4.845918963,wt.Solyc06g084050
4808,Bother,tf2,4,112.3969065,34.72479737,17.36239869,Solyc06g084050,6.812458519,tf2.Solyc06g084050
4809,Bother,wt,4,97.67397576,50.02630467,25.01315233,Solyc06g084050,6.609902317,wt.Solyc06g084050
4810,Cmbr,tf2,4,77.59779207,67.52686619,33.76343309,Solyc06g084050,6.277943698,tf2.Solyc06g084050
4811,Cmbr,wt,6,32.84842094,47.72887044,19.48522976,Solyc06g084050,5.037752115,wt.Solyc06g084050
4812,Cother,tf2,4,103.7119878,40.33335184,20.16667592,Solyc06g084050,6.696438852,tf2.Solyc06g084050
4813,Cother,wt,3,101.071368,60.16321406,34.73524783,Solyc06g084050,6.659230551,wt.Solyc06g084050
4814,Ambr,tf2,4,11.45219661,4.746432484,2.373216242,Solyc07g005140,3.517552439,tf2.Solyc07g005140
4815,Ambr,wt,3,17.71831997,5.322033702,3.07267759,Solyc07g005140,4.147169911,wt.Solyc07g005140
4816,Aother,tf2,4,15.75562005,8.291900424,4.145950212,Solyc07g005140,3.977794626,tf2.Solyc07g005140
4817,Aother,wt,5,30.65562471,6.13807099,2.745028797,Solyc07g005140,4.9380799,wt.Solyc07g005140
4818,Bmbr,tf2,3,15.33789587,11.77123806,6.796127463,Solyc07g005140,3.939028675,tf2.Solyc07g005140
4819,Bmbr,wt,4,14.20276914,5.543936149,2.771968075,Solyc07g005140,3.828100337,wt.Solyc07g005140
4820,Bother,tf2,4,28.03119249,6.390303928,3.195151964,Solyc07g005140,4.808961215,tf2.Solyc07g005140
4821,Bother,wt,4,27.49181345,12.07594135,6.037970677,Solyc07g005140,4.78093017,wt.Solyc07g005140
4822,Cmbr,tf2,4,13.20434523,10.76014121,5.380070607,Solyc07g005140,3.722940858,tf2.Solyc07g005140
4823,Cmbr,wt,6,16.99902301,9.703650168,3.961498592,Solyc07g005140,4.087379927,wt.Solyc07g005140
4824,Cother,tf2,4,31.42244554,10.16283712,5.081418559,Solyc07g005140,4.973723562,tf2.Solyc07g005140
4825,Cother,wt,3,17.29640682,7.374443974,4.257637213,Solyc07g005140,4.112400456,wt.Solyc07g005140
4826,Ambr,tf2,4,71.12876729,22.76739628,11.38369814,Solyc07g005510,6.152361256,tf2.Solyc07g005510
4827,Ambr,wt,3,82.63968547,20.35845551,11.75395977,Solyc07g005510,6.368762858,wt.Solyc07g005510
4828,Aother,tf2,4,95.13562328,56.764431,28.3822155,Solyc07g005510,6.57191375,tf2.Solyc07g005510
4829,Aother,wt,5,102.3793298,19.97888557,8.934829248,Solyc07g005510,6.677780656,wt.Solyc07g005510
4830,Bmbr,tf2,3,53.49545336,31.86344964,18.39637123,Solyc07g005510,5.741344375,tf2.Solyc07g005510
4831,Bmbr,wt,4,56.82207941,9.811071078,4.905535539,Solyc07g005510,5.828379723,wt.Solyc07g005510
4832,Bother,tf2,4,141.6118998,35.352096,17.676048,Solyc07g005510,7.145798691,tf2.Solyc07g005510
4833,Bother,wt,4,78.55105786,39.93459039,19.9672952,Solyc07g005510,6.2955588,wt.Solyc07g005510
4834,Cmbr,tf2,4,53.6138535,17.52406511,8.762032555,Solyc07g005510,5.744533927,tf2.Solyc07g005510
4835,Cmbr,wt,6,43.65581881,29.70456458,12.12683771,Solyc07g005510,5.448102056,wt.Solyc07g005510
4836,Cother,tf2,4,118.8850541,46.18770759,23.0938538,Solyc07g005510,6.893423545,tf2.Solyc07g005510
4837,Cother,wt,3,80.85563463,31.4024788,18.13022959,Solyc07g005510,6.33727641,wt.Solyc07g005510
4838,Ambr,tf2,4,48.67555557,25.01858048,12.50929024,Solyc07g005570,5.60512554,tf2.Solyc07g005570
4839,Ambr,wt,3,31.23307644,1.271544908,0.734126795,Solyc07g005570,4.965002776,wt.Solyc07g005570
4840,Aother,tf2,4,76.40376513,76.47501386,38.23750693,Solyc07g005570,6.25557183,tf2.Solyc07g005570
4841,Aother,wt,5,30.04323226,13.52217504,6.047300521,Solyc07g005570,4.908968131,wt.Solyc07g005570
4842,Bmbr,tf2,3,23.23130566,13.43207576,7.755012558,Solyc07g005570,4.537998335,tf2.Solyc07g005570
4843,Bmbr,wt,4,35.25833556,7.825766049,3.912883024,Solyc07g005570,5.139892466,wt.Solyc07g005570
4844,Bother,tf2,4,35.80464217,4.756124766,2.378062383,Solyc07g005570,5.162074744,tf2.Solyc07g005570
4845,Bother,wt,4,107.1092043,162.8157705,81.40788523,Solyc07g005570,6.742938651,wt.Solyc07g005570
4846,Cmbr,tf2,4,44.94475234,23.07399276,11.53699638,Solyc07g005570,5.490080774,tf2.Solyc07g005570
4847,Cmbr,wt,6,31.64471604,13.08529875,5.342050845,Solyc07g005570,4.983892717,wt.Solyc07g005570
4848,Cother,tf2,4,47.90612485,32.61303158,16.30651579,Solyc07g005570,5.582138213,tf2.Solyc07g005570
4849,Cother,wt,3,44.18822065,27.71746593,16.00268642,Solyc07g005570,5.465589933,wt.Solyc07g005570
4850,Ambr,tf2,4,29.00074514,8.610757822,4.305378911,Solyc07g005830,4.858018064,tf2.Solyc07g005830
4851,Ambr,wt,3,20.92289149,9.663693009,5.57933576,Solyc07g005830,4.387010337,wt.Solyc07g005830
4852,Aother,tf2,4,30.47602562,11.49971481,5.749857404,Solyc07g005830,4.929602868,tf2.Solyc07g005830
4853,Aother,wt,5,20.37855933,9.122798366,4.079839458,Solyc07g005830,4.348980158,wt.Solyc07g005830
4854,Bmbr,tf2,3,18.82518105,16.42026103,9.480242125,Solyc07g005830,4.234591835,tf2.Solyc07g005830
4855,Bmbr,wt,4,19.11461566,13.84331927,6.921659633,Solyc07g005830,4.256604287,wt.Solyc07g005830
4856,Bother,tf2,4,21.15676451,4.067945266,2.033972633,Solyc07g005830,4.403047109,tf2.Solyc07g005830
4857,Bother,wt,4,15.81337542,6.99821313,3.499106565,Solyc07g005830,3.983073444,wt.Solyc07g005830
4858,Cmbr,tf2,4,19.07757874,5.737114372,2.868557186,Solyc07g005830,4.253806176,tf2.Solyc07g005830
4859,Cmbr,wt,6,19.72834678,8.168525934,3.334786748,Solyc07g005830,4.302198159,wt.Solyc07g005830
4860,Cother,tf2,4,23.29194426,25.72190437,12.86095219,Solyc07g005830,4.541759166,tf2.Solyc07g005830
4861,Cother,wt,3,18.79893257,1.199911236,0.692769075,Solyc07g005830,4.232578841,wt.Solyc07g005830
4862,Ambr,tf2,4,34.42649361,20.88787041,10.44393521,Solyc07g006000,5.105447343,tf2.Solyc07g006000
4863,Ambr,wt,3,24.82991375,14.3661293,8.294288621,Solyc07g006000,4.634007345,wt.Solyc07g006000
4864,Aother,tf2,4,48.46555861,27.36940892,13.68470446,Solyc07g006000,5.598887975,tf2.Solyc07g006000
4865,Aother,wt,5,39.20266575,10.90944439,4.878851851,Solyc07g006000,5.292879855,wt.Solyc07g006000
4866,Bmbr,tf2,3,32.49280101,21.7903534,12.5806664,Solyc07g006000,5.02204821,tf2.Solyc07g006000
4867,Bmbr,wt,4,34.52681405,16.11367185,8.056835925,Solyc07g006000,5.109645311,wt.Solyc07g006000
4868,Bother,tf2,4,40.1254094,18.18255537,9.091277683,Solyc07g006000,5.326444207,tf2.Solyc07g006000
4869,Bother,wt,4,13.24104072,8.157160731,4.078580366,Solyc07g006000,3.726944615,wt.Solyc07g006000
4870,Cmbr,tf2,4,65.74010152,62.46336188,31.23168094,Solyc07g006000,6.038701779,tf2.Solyc07g006000
4871,Cmbr,wt,6,20.12118382,6.479858946,2.645391337,Solyc07g006000,4.330643282,wt.Solyc07g006000
4872,Cother,tf2,4,44.00159627,33.76276544,16.88138272,Solyc07g006000,5.459483957,tf2.Solyc07g006000
4873,Cother,wt,3,19.93829902,8.125263526,4.691123084,Solyc07g006000,4.31747043,wt.Solyc07g006000
4874,Ambr,tf2,4,44.16281362,42.61787376,21.30893688,Solyc07g006030,5.464760184,tf2.Solyc07g006030
4875,Ambr,wt,3,71.39319018,53.06526183,30.6372432,Solyc07g006030,6.157714565,wt.Solyc07g006030
4876,Aother,tf2,4,81.75696942,62.00555038,31.00277519,Solyc07g006030,6.353269814,tf2.Solyc07g006030
4877,Aother,wt,5,84.29894358,34.7267699,15.53028363,Solyc07g006030,6.397442647,wt.Solyc07g006030
4878,Bmbr,tf2,3,50.13313386,15.75633195,9.09692249,Solyc07g006030,5.647692516,tf2.Solyc07g006030
4879,Bmbr,wt,4,50.06563449,13.77030786,6.885153928,Solyc07g006030,5.645748759,wt.Solyc07g006030
4880,Bother,tf2,4,79.88773884,38.6991125,19.34955625,Solyc07g006030,6.31990219,tf2.Solyc07g006030
4881,Bother,wt,4,84.14384738,32.07183587,16.03591794,Solyc07g006030,6.39478588,wt.Solyc07g006030
4882,Cmbr,tf2,4,28.80364226,15.27419514,7.63709757,Solyc07g006030,4.848179349,tf2.Solyc07g006030
4883,Cmbr,wt,6,29.43824486,21.52670974,8.788242452,Solyc07g006030,4.879619754,wt.Solyc07g006030
4884,Cother,tf2,4,62.92967524,39.7793586,19.8896793,Solyc07g006030,5.975668592,tf2.Solyc07g006030
4885,Cother,wt,3,25.43864634,15.43361353,8.910600928,Solyc07g006030,4.668949998,wt.Solyc07g006030
4886,Ambr,tf2,4,6.067114674,4.417223067,2.208611533,Solyc07g006340,2.60101058,tf2.Solyc07g006340
4887,Ambr,wt,3,1.260037837,0.476493373,0.275103577,Solyc07g006340,0.333467056,wt.Solyc07g006340
4888,Aother,tf2,4,9.486849481,10.82079964,5.410399821,Solyc07g006340,3.245929057,tf2.Solyc07g006340
4889,Aother,wt,5,4.474748032,2.307420429,1.031909786,Solyc07g006340,2.161806448,wt.Solyc07g006340
4890,Bmbr,tf2,3,1.649345283,1.456936079,0.841162437,Solyc07g006340,0.721893452,tf2.Solyc07g006340
4891,Bmbr,wt,4,2.922019659,1.622944646,0.811472323,Solyc07g006340,1.546965884,wt.Solyc07g006340
4892,Bother,tf2,4,3.15343294,2.176957509,1.088478755,Solyc07g006340,1.656923253,tf2.Solyc07g006340
4893,Bother,wt,4,2.005055438,1.405083587,0.702541793,Solyc07g006340,1.003642126,wt.Solyc07g006340
4894,Cmbr,tf2,4,4.503684841,2.635167463,1.317583731,Solyc07g006340,2.171105874,tf2.Solyc07g006340
4895,Cmbr,wt,6,2.50531872,2.468901689,1.007924894,Solyc07g006340,1.324994151,wt.Solyc07g006340
4896,Cother,tf2,4,7.396995551,8.980873201,4.490436601,Solyc07g006340,2.886939408,tf2.Solyc07g006340
4897,Cother,wt,3,4.397925601,1.46629364,0.846565028,Solyc07g006340,2.136823199,wt.Solyc07g006340
4898,Ambr,tf2,4,9.970619221,5.289774982,2.644887491,Solyc07g006520,3.317683105,tf2.Solyc07g006520
4899,Ambr,wt,3,11.45410681,3.369504874,1.945384546,Solyc07g006520,3.517793057,wt.Solyc07g006520
4900,Aother,tf2,4,13.32425722,6.937326627,3.468663314,Solyc07g006520,3.735983205,tf2.Solyc07g006520
4901,Aother,wt,5,16.34491061,3.447720393,1.541867433,Solyc07g006520,4.030769582,wt.Solyc07g006520
4902,Bmbr,tf2,3,13.9339608,10.01917115,5.784571162,Solyc07g006520,3.800533504,tf2.Solyc07g006520
4903,Bmbr,wt,4,11.07836984,2.818832321,1.40941616,Solyc07g006520,3.469673702,wt.Solyc07g006520
4904,Bother,tf2,4,18.44931081,5.876300676,2.938150338,Solyc07g006520,4.205495019,tf2.Solyc07g006520
4905,Bother,wt,4,16.73800071,6.570774098,3.285387049,Solyc07g006520,4.065055309,wt.Solyc07g006520
4906,Cmbr,tf2,4,11.21935115,12.18505739,6.092528696,Solyc07g006520,3.487917337,tf2.Solyc07g006520
4907,Cmbr,wt,6,14.25918101,6.365889532,2.598863519,Solyc07g006520,3.833819217,wt.Solyc07g006520
4908,Cother,tf2,4,19.18038423,9.273150576,4.636575288,Solyc07g006520,4.261559716,tf2.Solyc07g006520
4909,Cother,wt,3,12.08873315,8.259020514,4.768347717,Solyc07g006520,3.595591159,wt.Solyc07g006520
4910,Ambr,tf2,4,57.93205493,9.659365504,4.829682752,Solyc07g007060,5.856289935,tf2.Solyc07g007060
4911,Ambr,wt,3,49.00187438,22.01163962,12.70842606,Solyc07g007060,5.61476503,wt.Solyc07g007060
4912,Aother,tf2,4,57.58250162,26.1023096,13.0511548,Solyc07g007060,5.847558562,tf2.Solyc07g007060
4913,Aother,wt,5,61.57342985,13.60726501,6.085353908,Solyc07g007060,5.944236029,wt.Solyc07g007060
4914,Bmbr,tf2,3,45.35795164,12.48485204,7.208132684,Solyc07g007060,5.503283585,tf2.Solyc07g007060
4915,Bmbr,wt,4,54.81953263,16.54717591,8.273587954,Solyc07g007060,5.776618123,wt.Solyc07g007060
4916,Bother,tf2,4,87.25488737,11.2143542,5.607177098,Solyc07g007060,6.447164038,tf2.Solyc07g007060
4917,Bother,wt,4,66.01676985,24.67624987,12.33812494,Solyc07g007060,6.044760645,wt.Solyc07g007060
4918,Cmbr,tf2,4,73.54325491,19.0628395,9.531419751,Solyc07g007060,6.200521124,tf2.Solyc07g007060
4919,Cmbr,wt,6,81.57108877,26.29122499,10.73334766,Solyc07g007060,6.349986004,wt.Solyc07g007060
4920,Cother,tf2,4,108.8074785,45.67222652,22.83611326,Solyc07g007060,6.765633909,tf2.Solyc07g007060
4921,Cother,wt,3,73.82338881,20.12407963,11.61864279,Solyc07g007060,6.20600606,wt.Solyc07g007060
4922,Ambr,tf2,4,55.07607849,19.64489279,9.822446395,Solyc07g008160,5.783353936,tf2.Solyc07g008160
4923,Ambr,wt,3,73.53415535,15.27831003,8.820936408,Solyc07g008160,6.200342608,wt.Solyc07g008160
4924,Aother,tf2,4,56.97732002,16.47086969,8.235434844,Solyc07g008160,5.83231586,tf2.Solyc07g008160
4925,Aother,wt,5,51.45295799,6.303866493,2.8191748,Solyc07g008160,5.685182114,wt.Solyc07g008160
4926,Bmbr,tf2,3,43.44888877,25.02646954,14.44903893,Solyc07g008160,5.441247375,tf2.Solyc07g008160
4927,Bmbr,wt,4,50.42277401,20.09074146,10.04537073,Solyc07g008160,5.656003585,wt.Solyc07g008160
4928,Bother,tf2,4,52.83341787,15.6893567,7.844678352,Solyc07g008160,5.723378838,tf2.Solyc07g008160
4929,Bother,wt,4,36.82267607,15.41363142,7.706815708,Solyc07g008160,5.202522573,wt.Solyc07g008160
4930,Cmbr,tf2,4,38.00107711,16.84143857,8.420719286,Solyc07g008160,5.247968406,tf2.Solyc07g008160
4931,Cmbr,wt,6,65.57462787,9.20407896,3.757549501,Solyc07g008160,6.03506581,wt.Solyc07g008160
4932,Cother,tf2,4,49.75660028,25.12585599,12.56292799,Solyc07g008160,5.636816009,tf2.Solyc07g008160
4933,Cother,wt,3,42.1014389,17.36489021,10.02562404,Solyc07g008160,5.395797636,wt.Solyc07g008160
4934,Ambr,tf2,4,19.45268166,13.3123537,6.65617685,Solyc07g008250,4.281897147,tf2.Solyc07g008250
4935,Ambr,wt,3,27.43805924,8.939250376,5.161078611,Solyc07g008250,4.778106535,wt.Solyc07g008250
4936,Aother,tf2,4,14.46236465,15.33177291,7.665886457,Solyc07g008250,3.854231552,tf2.Solyc07g008250
4937,Aother,wt,5,32.67966176,14.43386195,6.455019298,Solyc07g008250,5.030321146,wt.Solyc07g008250
4938,Bmbr,tf2,3,30.05383329,10.66270633,6.156116369,Solyc07g008250,4.909477109,tf2.Solyc07g008250
4939,Bmbr,wt,4,22.81282477,13.59831878,6.799159389,Solyc07g008250,4.511773193,wt.Solyc07g008250
4940,Bother,tf2,4,21.91963632,7.20027161,3.600135805,Solyc07g008250,4.454151957,tf2.Solyc07g008250
4941,Bother,wt,4,35.86079094,25.63159175,12.81579588,Solyc07g008250,5.164335403,wt.Solyc07g008250
4942,Cmbr,tf2,4,43.55213642,50.13941421,25.0697071,Solyc07g008250,5.444671586,tf2.Solyc07g008250
4943,Cmbr,wt,6,27.53037452,12.57156183,5.132318625,Solyc07g008250,4.782952331,wt.Solyc07g008250
4944,Cother,tf2,4,25.80468619,12.31947687,6.159738437,Solyc07g008250,4.689561181,tf2.Solyc07g008250
4945,Cother,wt,3,19.37695537,5.854905646,3.380331351,Solyc07g008250,4.276269998,wt.Solyc07g008250
4946,Ambr,tf2,4,5.085778046,3.535195162,1.767597581,Solyc07g017780,2.346468501,tf2.Solyc07g017780
4947,Ambr,wt,3,3.837502325,2.265459572,1.307963694,Solyc07g017780,1.940167624,wt.Solyc07g017780
4948,Aother,tf2,4,13.03181233,13.23814306,6.619071531,Solyc07g017780,3.703965828,tf2.Solyc07g017780
4949,Aother,wt,5,4.831422425,3.139569642,1.404058228,Solyc07g017780,2.272447997,wt.Solyc07g017780
4950,Bmbr,tf2,3,8.579494024,1.020157677,0.588988309,Solyc07g017780,3.100892567,tf2.Solyc07g017780
4951,Bmbr,wt,4,3.289985695,2.694259024,1.347129512,Solyc07g017780,1.718081311,wt.Solyc07g017780
4952,Bother,tf2,4,3.931571601,2.824527558,1.412263779,Solyc07g017780,1.975106129,tf2.Solyc07g017780
4953,Bother,wt,4,3.165294468,1.075566242,0.537783121,Solyc07g017780,1.66233972,wt.Solyc07g017780
4954,Cmbr,tf2,4,3.311742587,4.728193283,2.364096642,Solyc07g017780,1.72759054,tf2.Solyc07g017780
4955,Cmbr,wt,6,1.989514712,2.662137219,1.086812969,Solyc07g017780,0.992416568,wt.Solyc07g017780
4956,Cother,tf2,4,4.048211908,3.362147444,1.681073722,Solyc07g017780,2.017284811,tf2.Solyc07g017780
4957,Cother,wt,3,7.536154892,11.21267622,6.473641632,Solyc07g017780,2.913828617,wt.Solyc07g017780
4958,Ambr,tf2,4,6.793479943,5.567191567,2.783595783,Solyc07g022900,2.764150781,tf2.Solyc07g022900
4959,Ambr,wt,3,6.985324553,2.177367854,1.257103917,Solyc07g022900,2.804327148,wt.Solyc07g022900
4960,Aother,tf2,4,32.30918954,45.80346478,22.90173239,Solyc07g022900,5.013872657,tf2.Solyc07g022900
4961,Aother,wt,5,36.04483934,9.172538525,4.102083934,Solyc07g022900,5.171720814,wt.Solyc07g022900
4962,Bmbr,tf2,3,4.797378669,2.776434771,1.602975363,Solyc07g022900,2.262246319,tf2.Solyc07g022900
4963,Bmbr,wt,4,8.988990773,7.608291983,3.804145991,Solyc07g022900,3.168159148,wt.Solyc07g022900
4964,Bother,tf2,4,42.99808779,9.725713753,4.862856877,Solyc07g022900,5.426200597,tf2.Solyc07g022900
4965,Bother,wt,4,40.41389791,22.10573236,11.05286618,Solyc07g022900,5.336779601,wt.Solyc07g022900
4966,Cmbr,tf2,4,19.42405512,17.40203077,8.701015385,Solyc07g022900,4.279772516,tf2.Solyc07g022900
4967,Cmbr,wt,6,16.3387089,25.36315815,10.35446596,Solyc07g022900,4.03022208,wt.Solyc07g022900
4968,Cother,tf2,4,28.66181066,21.64563543,10.82281771,Solyc07g022900,4.841057847,tf2.Solyc07g022900
4969,Cother,wt,3,24.72666142,16.59618587,9.581812381,Solyc07g022900,4.627995556,wt.Solyc07g022900
4970,Ambr,tf2,4,4.327816705,2.757117743,1.378558872,Solyc07g039190,2.113639398,tf2.Solyc07g039190
4971,Ambr,wt,3,3.146548319,3.148910783,1.818024488,Solyc07g039190,1.653770098,wt.Solyc07g039190
4972,Aother,tf2,4,4.683793108,3.822679721,1.911339861,Solyc07g039190,2.227677351,tf2.Solyc07g039190
4973,Aother,wt,5,7.295376711,2.032340526,0.908890314,Solyc07g039190,2.866982476,wt.Solyc07g039190
4974,Bmbr,tf2,3,3.277836546,1.849212941,1.067643589,Solyc07g039190,1.712743914,tf2.Solyc07g039190
4975,Bmbr,wt,4,4.057919453,2.967805896,1.483902948,Solyc07g039190,2.020740229,wt.Solyc07g039190
4976,Bother,tf2,4,8.045285717,1.930511105,0.965255552,Solyc07g039190,3.008143657,tf2.Solyc07g039190
4977,Bother,wt,4,5.183284699,3.186039804,1.593019902,Solyc07g039190,2.373866638,wt.Solyc07g039190
4978,Cmbr,tf2,4,5.500791615,4.337665739,2.16883287,Solyc07g039190,2.459639251,tf2.Solyc07g039190
4979,Cmbr,wt,6,3.770270677,4.449721074,1.816591021,Solyc07g039190,1.914668102,wt.Solyc07g039190
4980,Cother,tf2,4,5.2020612,1.886463717,0.943231859,Solyc07g039190,2.379083372,tf2.Solyc07g039190
4981,Cother,wt,3,3.629609034,3.234392187,1.8673772,Solyc07g039190,1.859814156,wt.Solyc07g039190
4982,Ambr,tf2,4,29.03342819,7.889232486,3.944616243,Solyc07g041640,4.859643027,tf2.Solyc07g041640
4983,Ambr,wt,3,23.14287003,17.52079049,10.1156331,Solyc07g041640,4.532495884,wt.Solyc07g041640
4984,Aother,tf2,4,34.71390952,16.98634129,8.493170646,Solyc07g041640,5.117441947,tf2.Solyc07g041640
4985,Aother,wt,5,50.44292534,66.86270907,29.90191253,Solyc07g041640,5.656580039,wt.Solyc07g041640
4986,Bmbr,tf2,3,30.74101678,8.917839571,5.148717077,Solyc07g041640,4.942092979,tf2.Solyc07g041640
4987,Bmbr,wt,4,45.31671999,7.819717544,3.909858772,Solyc07g041640,5.501971538,wt.Solyc07g041640
4988,Bother,tf2,4,58.14955021,16.62338389,8.311691947,Solyc07g041640,5.861696127,tf2.Solyc07g041640
4989,Bother,wt,4,146.1019728,182.7527899,91.37639494,Solyc07g041640,7.190831849,wt.Solyc07g041640
4990,Cmbr,tf2,4,78.18523575,38.05498015,19.02749008,Solyc07g041640,6.288824294,tf2.Solyc07g041640
4991,Cmbr,wt,6,108.9276145,18.07291192,7.378235397,Solyc07g041640,6.767225931,wt.Solyc07g041640
4992,Cother,tf2,4,85.20796387,54.08611025,27.04305512,Solyc07g041640,6.412916372,tf2.Solyc07g041640
4993,Cother,wt,3,68.82129219,25.51435644,14.73072056,Solyc07g041640,6.104783075,wt.Solyc07g041640
4994,Ambr,tf2,4,51.34082951,6.836688357,3.418344179,Solyc07g041970,5.682034701,tf2.Solyc07g041970
4995,Ambr,wt,3,60.3887557,25.89844494,14.95247416,Solyc07g041970,5.916208042,wt.Solyc07g041970
4996,Aother,tf2,4,115.6937614,88.17901339,44.08950669,Solyc07g041970,6.854167261,tf2.Solyc07g041970
