"genotype" "gene" "Ambr" "Aother" "Bmbr" "Bother" "Cmbr" "Cother" "PC1" "PC2" "PC3" "PC4" "PC5" "PC6" "ssom$unit.classif" "ssom$distances"
"1855" "tf2" "Solyc03g064010" -0.197780860370109 -0.404963680027504 2.02936803545202 -0.469902861473222 -0.471778476822593 -0.484942156758593 1.90740775359156 -0.136432365584567 -0.341842537474523 0.21746166487827 -0.126990699247919 -1.11022302462516e-16 5 0.797143319531691
"1856" "tf2" "Solyc03g065110" -0.453989581588045 -0.321321911171702 2.03872010284965 -0.410445924429351 -0.458320807350605 -0.394641878309949 1.868495183232 -0.393153634301533 -0.235624422819627 0.206380404569708 -0.0510195741165705 -4.44089209850063e-16 8 0.0377602703947614
"1857" "tf2" "Solyc03g071507" -0.369467838794955 -0.415065065917214 2.03967272283364 -0.393163673906921 -0.381639415579221 -0.480336728635329 1.91269478329957 -0.280817993910612 -0.22560431737914 0.121488059199138 -0.138053575443267 -1.66533453693773e-16 8 0.0455947494613923
"1858" "tf2" "Solyc03g071533" 0.976024067731986 -1.17205969100122 -1.09177949452847 0.0814828832251017 1.21448127533575 -0.00814904076315559 -1.00507925914802 1.62273496167718 0.290731864981913 -1.45151396795269 -0.692469034420522 2.1094237467878e-15 2 2.25621199288772
"1859" "tf2" "Solyc03g071650" 0.0178472812024418 -1.48070471325123 -0.863133847009308 1.18222898628462 0.499653998930277 0.644108293843203 -1.31129247289929 0.175657571316177 0.508676163344237 -0.940924817337093 -1.53964226422075 7.91033905045424e-16 2 3.43714590921215
"1860" "tf2" "Solyc03g071690" -0.812687677564063 -0.370582156376215 -0.699570212572843 0.697320351257992 -0.530588935163069 1.7161086304182 -1.68977750639241 -1.06289862274424 0.0669126061653276 0.151010102219267 -0.386435515500473 -7.7715611723761e-16 3 1.91729760704083
"1861" "tf2" "Solyc03g071857" 1.29043577424503 0.0869044720695976 -1.26110985616332 0.936975277860854 -0.916654942756804 -0.136550725255354 -1.30828244081905 1.56707658099834 0.690021474342235 1.14501666798893 -0.771085229600681 2.24820162486594e-15 1 3.15543602378522
"1862" "tf2" "Solyc03g077910" -0.46039347224716 -0.244974915619858 -0.34551741143287 -0.457436390446904 2.03124309977355 -0.52292091002676 0.0530129852403837 0.727061033976267 1.13890233189012 -2.03341470102398 0.61994095444227 4.9960036108132e-16 1 4.3157858839236
"1863" "tf2" "Solyc03g078025" -0.348154165815805 -0.404740804292993 2.03958024383641 -0.391302830971499 -0.424098614556326 -0.471283828199792 1.90494120720684 -0.273903649456882 -0.244003837815824 0.166039909057491 -0.142265122340083 -2.22044604925031e-16 8 0.29447785829092
"1864" "tf2" "Solyc03g078070" -0.578414717540006 -0.349327097174208 2.02753560892664 -0.407349115971617 -0.46205245125142 -0.230392226989389 1.77622571820851 -0.567876613118756 -0.2876703691477 0.168330879039913 -0.0370861349483926 -8.32667268468867e-16 6 1.97991586102279
"1865" "tf2" "Solyc03g078075" -0.415186549300777 -0.384313451566244 2.04065167330445 -0.40841256894928 -0.383689169633342 -0.449049933854812 1.90060749507449 -0.328988824147287 -0.223888521158461 0.124476950493487 -0.0959346297216944 -3.33066907387547e-16 8 0.0956015764916524
"1866" "tf2" "Solyc03g078090" -0.419852203408581 -0.395916294397704 2.03995109318982 -0.399853809182681 -0.357703811394738 -0.466624974806112 1.90941099170628 -0.322580482610994 -0.205577078673314 0.0987426155392203 -0.105840439273479 -2.22044604925031e-16 8 0.255416848450062
"1867" "tf2" "Solyc03g078100" -0.460479686809968 -0.437652246126212 2.03998902992349 -0.382014818685007 -0.39106254043458 -0.368779737867728 1.85530845528611 -0.40974644561053 -0.259056247577516 0.101079986555853 -0.137569509971852 -3.88578058618805e-16 7 0.21613963597841
"1868" "tf2" "Solyc03g078130" -0.492179196987145 -0.331651052171182 2.03473482813134 -0.447874414832552 -0.292289554107478 -0.470740610032981 1.91929167380282 -0.357475082612185 -0.161309623199329 0.0488370386354511 -0.00472203517077845 -1.66533453693773e-16 7 0.168318809733066
"1869" "tf2" "Solyc03g078140" -0.481766314597806 -0.337734967525823 2.03616448531513 -0.447823582592408 -0.307714672456085 -0.461124948143009 1.91437977158885 -0.356361933643935 -0.176839080222302 0.0608467508337291 -0.0129147619713226 -3.88578058618805e-16 8 0.218696910043793
"1870" "tf2" "Solyc03g078150" -0.690191926915669 -0.297010591654232 1.96293652994087 -0.677249740185597 0.0496125239395455 -0.348096795124914 1.84880847323825 -0.461731276690972 -0.161737240683629 -0.317763002280718 0.277913005311547 -7.7715611723761e-16 8 0.266588889853228
"1871" "tf2" "Solyc03g078175" -0.581515242497887 0.062863100867556 1.98407309860537 -0.450315082146418 -0.46669616981026 -0.548409705018361 1.91273473807226 -0.390879368964841 0.0296470034513349 0.355994725135847 0.261127456453023 -2.77555756156289e-16 8 0.152321269343016
"1872" "tf2" "Solyc03g078230" -0.385195795296269 -0.437271198935293 2.02027097264917 -0.524351662213485 -0.140245092637051 -0.533207223567076 1.954179397571 -0.206205950936518 -0.203605764209508 -0.122247295703386 -0.0275324653354213 1.11022302462516e-16 7 0.21429962985309
"1873" "tf2" "Solyc03g078243" -0.436122653044305 -0.380478701714167 1.97931392123678 -0.628867051577081 0.0566356644707272 -0.590481179371954 1.97522145027943 -0.160218015416076 -0.127872521997152 -0.295083941990056 0.12178775873539 -2.77555756156289e-16 8 0.564455739039051
"1874" "tf2" "Solyc03g078247" -0.396782735680808 -0.390433297558536 2.04100697712515 -0.403390038695765 -0.418078407359296 -0.432322497830747 1.88922201260289 -0.328012844699073 -0.24798790793251 0.154696988225474 -0.111404563095483 -1.66533453693773e-16 7 0.0656432451916342
"1875" "tf2" "Solyc03g078280" 1.31812301145895 0.691284649290838 -1.35617433960372 0.423538579442014 -0.84364373454684 -0.233128166041235 -1.26316309596982 1.78231644137051 0.727802065079616 1.25067377529592 -0.0014102530833354 2.52575738102223e-15 1 2.8801364955392
"1876" "tf2" "Solyc03g078360" -1.35636802185941 0.607138710380557 -0.879113376552202 0.680774356068681 -0.269993842248393 1.21756217421076 -1.54655822691594 -1.14682440333232 1.00728143611558 0.271438639147159 0.434626255435044 -8.88178419700125e-16 3 1.73854842602792
"1877" "tf2" "Solyc03g078385" -0.444074114723465 -0.189820811224133 2.02420875099275 -0.474046624386122 -0.569605971501774 -0.346661229157251 1.83451070352605 -0.403623776952093 -0.274489014530368 0.345684295802766 0.0679443500033707 -4.44089209850063e-16 7 0.180776148583666
"1878" "tf2" "Solyc03g078403" -1.04890983156001 -0.272046308384244 1.91634225091397 -0.0703959345484205 -0.335462267280703 -0.189527909140591 1.63536259726203 -0.972180784382815 0.131688560993812 0.0701752101753442 -0.0832772570071396 -9.43689570931383e-16 8 0.364057763268708
"1879" "tf2" "Solyc03g078405" -0.267776770741646 -0.633823370721753 1.97235100029138 -0.479764200771791 0.0447924068507962 -0.635779064906987 1.96626455730092 -0.0378065190075981 -0.178775569188986 -0.336052597614701 -0.190721136549659 3.33066907387547e-16 7 0.858357012485862
"1880" "tf2" "Solyc03g078420" -0.522526593152704 -0.379797357232844 2.03391881510614 -0.264496717525985 -0.431807174026781 -0.435290973167826 1.8688747113929 -0.452075878326111 -0.124124368752975 0.176305517587103 -0.173443056359057 -4.44089209850063e-16 8 0.0876640743369839
"1881" "tf2" "Solyc03g078425" -0.407215716381964 -0.405321117006537 2.03955050912651 -0.414124802084453 -0.342294764163887 -0.470594109489672 1.91345445453785 -0.306010974539485 -0.215121977209251 0.0809609819230586 -0.103202979539628 -1.66533453693773e-16 8 0.0760620082077238
"1882" "tf2" "Solyc03g078437" -0.435381673381085 -0.400471187078523 2.03903223985309 -0.397217684323936 -0.332823396240788 -0.473138298828759 1.91334973130592 -0.328850661516827 -0.19020768412655 0.0734947301644876 -0.104209316663683 -1.11022302462516e-16 8 0.042150409919795
"1883" "tf2" "Solyc03g078490" -1.41729157681398 -0.567917442840289 0.115114920743831 0.472345132081161 -0.154220443453149 1.55196941028242 -0.849913560735564 -1.62491237299392 0.043814287922187 -0.353099720594333 -0.279120173377852 -1.4432899320127e-15 9 2.00095964270795
"1884" "tf2" "Solyc03g078495" -0.423050541376295 -0.392891857915982 2.040660977363 -0.374798204988484 -0.406105636165901 -0.443814736916342 1.8923842013401 -0.347185340026285 -0.214713534900055 0.144912678793694 -0.125846619336743 -2.22044604925031e-16 7 0.186600303757964
"1885" "tf2" "Solyc03g078500" -0.926610393354327 0.655859353387931 1.70026308413258 -0.197420583568143 -0.721751836512351 -0.510339624085692 1.61824813710396 -0.665971678339758 0.505606421891711 0.806612217839216 0.560710608505421 -2.22044604925031e-16 8 0.726435391765592
"1886" "tf2" "Solyc03g078515" -0.418500878238215 -0.386963832318002 2.04084441565036 -0.38276774227395 -0.419773202414898 -0.432838760405295 1.88710439012479 -0.34900473833419 -0.227922616650289 0.15796631185688 -0.118733340883948 -2.22044604925031e-16 8 0.0558335418654355
"1887" "tf2" "Solyc03g078535" -0.324534365543723 -0.40944524825802 2.03859248085652 -0.406306324405466 -0.485282066766541 -0.41302447588277 1.87199068323717 -0.287760077958575 -0.309341013466696 0.214872432225423 -0.145782894919634 -2.77555756156289e-16 7 0.109767831582533
"1888" "tf2" "Solyc03g078640" -0.805096621602777 -0.772454281247081 1.08494793462207 0.38216123527672 -1.04611375444794 1.15655548739901 0.124746481628944 -1.35180059857499 -0.581436152647856 0.482654490187161 -0.729872418330108 -1.4432899320127e-15 8 2.78408619918635
"1889" "tf2" "Solyc03g078650" -1.36749449103859 -0.920085049940761 1.18604833366969 0.927404959530038 0.114005042995165 0.0601212047844529 0.781728564322938 -1.26289980045573 0.722509414630758 -0.511573325827172 -0.985509222723025 -8.60422844084496e-16 6 2.85007613536822
"1890" "tf2" "Solyc03g078710" -1.46133183224637 0.0746083319548563 1.50163281464031 0.584850891173315 -0.257254443952597 -0.442505761569522 1.34510137358429 -1.16003301215576 1.03643990108171 0.200032088835573 -0.165314377534887 -1.27675647831893e-15 8 1.42709948529806
"1891" "tf2" "Solyc03g078780" -0.449835342420296 -0.401744770176363 2.0401490476872 -0.403566206323793 -0.353380764986181 -0.431621963780563 1.89287930995483 -0.361849717637202 -0.21716539879091 0.0849992258915245 -0.0986195597363929 -5.55111512312578e-16 8 0.0653427609344504
"1892" "tf2" "Solyc03g078800" -0.0335781981651625 1.04679167044827 -0.576991914194384 -0.428037773759671 -1.30542394266399 1.29724015833494 -1.27039434908908 -0.145067494723772 -0.287977055863603 1.37680496472161 1.03708850995259 -4.44089209850063e-16 9 3.53935351699612
"1893" "tf2" "Solyc03g078810" -0.439966739465171 -0.346724687404408 0.818193634651385 -0.0925644900247664 -1.3848023795645 1.44586466180746 -0.212772334732709 -1.0642715148764 -0.977130321515549 0.901595227602904 -0.199947395533178 -8.88178419700125e-16 8 3.43842348795828
"1894" "tf2" "Solyc03g078813" 0.878465828636476 -1.37476414410096 1.33474707166267 0.15076896614611 -0.345001945477186 -0.644215776867116 1.29092124203595 0.884831958837496 -0.44064055119665 -0.0409104248683661 -1.35517571302654 1.38777878078145e-15 8 2.38013200969466
"1895" "tf2" "Solyc03g078817" -0.336145005295615 -0.336447230069452 2.02122950832049 -0.312475068690838 -0.353788153164107 -0.682374051100482 1.99228983095691 -0.163128455631375 -0.0418426219107821 0.161734259771009 -0.150798558467083 -2.77555756156289e-16 7 0.174073187861739
"1896" "tf2" "Solyc03g079903" -0.454450898766783 -0.460998605621646 2.0184395224024 -0.45320702209454 -0.112346226476048 -0.53743676944338 1.94846458475246 -0.268840099684244 -0.1395495335974 -0.154521693308848 -0.0735745754943958 -3.33066907387547e-16 7 0.10964818850378
"1897" "tf2" "Solyc03g079970" -0.166664829639139 -0.546802760425382 2.02387525134022 -0.478356503929733 -0.383017748595704 -0.449033408750267 1.88817688918873 -0.116581788205872 -0.406291067424565 0.080993654510336 -0.20954413327152 1.11022302462516e-16 8 0.732524140836198
"1898" "tf2" "Solyc03g079980" -0.178881252388321 -0.553943955550518 2.02481076101013 -0.486411526125509 -0.392345640046365 -0.413228386899412 1.87123980692124 -0.143360474262002 -0.431150871287075 0.0806020663328547 -0.205955346545768 1.66533453693773e-16 8 0.660983340207441
"1899" "tf2" "Solyc03g080000" -0.17128102817491 -0.541282321078263 2.02535884285696 -0.448601484149035 -0.410430424850474 -0.453763584604279 1.88663402877342 -0.127582228147717 -0.391300711417307 0.112232897547967 -0.229271905384462 -1.11022302462516e-16 8 0.556054303320028
"1900" "tf2" "Solyc03g080030" -0.389527724827417 -0.421333017235996 2.0411316348145 -0.408082938088082 -0.410883285622073 -0.411304669040935 1.87903077433626 -0.331020629450488 -0.274392626838838 0.134375752132668 -0.128722636987972 -2.22044604925031e-16 8 0.355444742012548
"1901" "tf2" "Solyc03g080060" -0.881611169755991 -0.40576335564534 0.927074929707496 1.54363032647845 -0.83220592876069 -0.351124802023924 0.634374509539969 -0.834681757570209 1.13219278673595 0.733457469613322 -1.28354069497491 -4.44089209850063e-16 3 3.28861703760361
"1902" "tf2" "Solyc03g080080" -0.917821795609601 -0.763308984335231 -0.384009553407564 1.60025913460341 -0.383437897762729 0.848319096511717 -1.08441470407014 -0.990597604606046 0.867196406107374 0.0684058311501533 -1.30071525251529 -6.10622663543836e-16 3 0.456359907435215
"1903" "tf2" "Solyc03g080100" -0.649442952735285 -0.180154970470482 -0.396247521679571 1.94654449866247 -0.772670330989747 0.0519712772126129 -0.751320596265361 -0.502060000393425 1.51703034895988 0.807182477704634 -1.28909188661953 1.94289029309402e-16 3 1.25080037472757
"1904" "tf2" "Solyc03g080110" -0.210733297608469 -0.410080884383089 2.02326642271001 -0.318480800248443 -0.591438052195527 -0.492533388274484 1.8799870663643 -0.185736926397425 -0.281923889191127 0.345174480336905 -0.2472080900005 -1.66533453693773e-16 8 0.0852703005910606
"1905" "tf2" "Solyc03g080150" -0.220886773006417 -0.571379551060883 2.00233606393768 -0.155413736633414 -0.659769794642048 -0.394886208594916 1.78543285114079 -0.276654572165853 -0.315650528355548 0.357587906997382 -0.468240670256941 5.55111512312578e-17 8 0.456300582728634
"1906" "tf2" "Solyc03g080180" -0.792675709139244 -0.755295064656115 -0.0164844957394935 1.6322143027751 -0.787040745498274 0.719281712258024 -0.734780087319863 -1.00119008041904 0.708098504747759 0.472380263710864 -1.44390541186921 -1.38777878078145e-16 3 2.51816603299602
"1907" "tf2" "Solyc03g081230" -1.05587721439421 -0.934894548633467 -0.0145377077563535 1.54850797560458 -0.275917303148911 0.732718798328365 -0.696292639803153 -1.13740390457563 0.811009665274762 -0.106821639845293 -1.38171028943535 -3.60822483003176e-16 3 0.802042637232058
"1908" "tf2" "Solyc03g081260" -0.825106170561361 -0.468127907040731 -0.633317187113194 1.75272256432194 -0.466177330465209 0.640006030858559 -1.21271361370446 -0.776339136366372 1.18983675345162 0.309909353086323 -1.21960082763135 -2.91433543964104e-16 3 0.591587315269768
"1909" "tf2" "Solyc03g081290" -0.301942222646741 -1.67139076460518 0.506408882369871 1.24750970643382 0.48285733205456 -0.263442933606336 0.317758770421941 -0.0838951533916247 0.694256269571541 -0.93403817897335 -1.83426701462361 6.10622663543836e-16 9 2.22908052057826
"1910" "tf2" "Solyc03g081335" -0.203581709116116 -0.576752016892068 2.02307049748602 -0.389862397392804 -0.333143770769877 -0.519730603315152 1.91579083217634 -0.122904862126 -0.305136552412902 0.0392092904482948 -0.278800868386886 2.22044604925031e-16 8 0.243934708010492
"1911" "tf2" "Solyc03g082350" -0.442172758199089 -0.444588913040765 2.03866687059118 -0.309315633889591 -0.419479324003397 -0.42311024145834 1.87067361485157 -0.386712555018845 -0.206109122947921 0.14217286395576 -0.202151449732627 -3.33066907387547e-16 4 0.326028201274654
"1912" "tf2" "Solyc03g082410" -0.449660194846259 -0.384741999457817 2.03880596929089 -0.466620631105545 -0.329188136718692 -0.408595007162579 1.88957797248202 -0.356765128568266 -0.250940152175166 0.0582883867577746 -0.0395318414018176 -3.33066907387547e-16 8 1.06118596825653
"1913" "tf2" "Solyc03g082420" -0.521383856991662 -0.435194831843134 2.03246670131477 -0.47025607548866 -0.262148770619185 -0.343483166372132 1.85597424077925 -0.434055419636265 -0.263077506078225 -0.0377055431249831 -0.0429747163482758 -5.55111512312578e-16 8 1.50223349776166
"1914" "tf2" "Solyc03g082430" -0.670110285374317 -1.28547812136062 0.0855538657469994 1.43527828081596 -0.389519099572011 0.824275359743984 -0.662288711422862 -0.90561580205737 0.374061721821774 -0.117090979027012 -1.64617440367271 1.11022302462516e-16 3 2.27211892564122
"1915" "tf2" "Solyc03g082450" -0.465366162653572 -0.291032025973156 2.03276400976064 -0.315305492535838 -0.532343019417854 -0.428717309180217 1.86504501474669 -0.411365666059957 -0.167352110496652 0.300962861061204 -0.104160631378689 0 6 2.14844459790835
"1916" "tf2" "Solyc03g082455" -0.444322820667784 -0.355771014583792 2.03816651307455 -0.443817774378268 -0.328254966213508 -0.465999937231195 1.91589178553231 -0.328770278573714 -0.197891604204919 0.0781364172910528 -0.0391313804430194 -2.77555756156289e-16 7 1.70682997195202
"1917" "tf2" "Solyc03g082470" -0.438551904474991 -0.386073226257541 2.03582078522512 -0.479377584698489 -0.275157425699441 -0.456660644094654 1.91624693796083 -0.314782421551181 -0.221489708064301 0.0128248325981531 -0.0286508565092872 -1.66533453693773e-16 7 1.02828933634509
"1918" "tf2" "Solyc03g082510" -0.44633922269379 -0.23461993571176 2.02644609475152 -0.599673560266965 -0.345303841577815 -0.400509534501192 1.89269549860157 -0.328205658012603 -0.272623847269576 0.111379296826783 0.15181708714316 -6.66133814775094e-16 7 1.36882474092085
"1919" "tf2" "Solyc03g082515" -0.417399661139405 -0.396711475215241 2.04105394062223 -0.417714630450999 -0.387501100002718 -0.421727073813863 1.88778213827264 -0.342792860942735 -0.248776590022384 0.118892108397511 -0.0967836724703766 -5.55111512312578e-17 8 0.0406771759642419
"1920" "tf2" "Solyc03g082520" -0.425724026096307 0.011555731351414 1.95920348130808 -0.851050066901644 -0.260236153789244 -0.433748965872296 1.89204585653699 -0.212053055425001 -0.264673012652556 0.0984488871448708 0.503041051944175 0 8 0.548669071404685
"1921" "tf2" "Solyc03g082530" -0.432908584104251 -0.0226943745172698 1.97469239945423 -0.800988994716489 -0.277663628035619 -0.440436818080606 1.9010117543409 -0.23173856811919 -0.25305612704679 0.108106738565521 0.442849553154765 -3.33066907387547e-16 8 0.519201423903014
"1922" "tf2" "Solyc03g082540" -0.890244159944174 -0.95626948962213 -0.0198198845378293 -0.427939109614061 1.63583142500927 0.658441218708922 -0.3024003235882 -0.344280170455532 0.204245011374898 -2.10989354512069 0.177105196763856 -3.60822483003176e-16 9 1.94882976861602
"1923" "tf2" "Solyc03g082550" -0.48278573755143 -0.0558514206047138 1.97609559338066 -0.801451010217661 -0.233539778945771 -0.402467646061084 1.88596773683391 -0.28447710741938 -0.257925087710407 0.0454004854638529 0.439052489967777 -3.88578058618805e-16 8 0.52762552137118
"1924" "tf2" "Solyc03g082620" -0.989450317555416 0.86235343142019 -0.754987946976582 1.27105392759705 -0.907261252542106 0.518292158056865 -1.19864210056222 -0.752853434439437 1.47649827217148 1.14715948959143 -0.00738998370545291 -2.22044604925031e-16 3 1.8100919922775
"1925" "tf2" "Solyc03g082640" -1.00531486681808 -0.270157044859162 1.84012867512411 -0.0312132253158823 -0.706624246344277 0.173180708213293 1.35660080048609 -1.14235801680263 -0.132886806762254 0.383604211202362 -0.143778052260382 -1.2490009027033e-15 8 0.779133555643345
"1926" "tf2" "Solyc03g082650" -0.666490898212266 0.0650352462962793 1.9580433085447 -0.506842003453587 -0.64814849386106 -0.201597159314067 1.710872777333 -0.627758199767393 -0.197931273575532 0.469547226889481 0.313629231083461 -8.04911692853238e-16 8 0.722066788713082
"1927" "tf2" "Solyc03g082685" -0.373819000306832 -0.506578973242927 2.02546772411787 -0.202711251889242 -0.560638669681437 -0.381719828997433 1.81415662857055 -0.388013282802598 -0.250904579060605 0.266047107125868 -0.347566442036484 -4.44089209850063e-16 8 0.479688070011388
"1928" "tf2" "Solyc03g082690" -0.620792254480438 1.06477290119477 1.46475801499941 -0.516018592821393 -0.919126526392617 -0.473593542499727 1.42637701477392 -0.326671642484932 0.374022829604564 1.13056319833524 0.989443478729143 -8.32667268468867e-16 8 1.58609907925005
"1929" "tf2" "Solyc03g082720" -1.27051043059716 0.728773591418738 -0.510150467666303 -0.724919948025334 0.393222924554854 1.38358433031521 -1.09917253704823 -0.914269405275809 0.237963225516963 -0.490594968689431 1.51856121648869 -1.94289029309402e-15 3 2.70053554886855
"1930" "tf2" "Solyc03g082725" -0.377158862026433 -0.505106646402692 2.03557680756796 -0.322498374613522 -0.485816936052617 -0.344995988472698 1.82367254229737 -0.378607454818171 -0.317720693408313 0.177450502675156 -0.253127946831136 -3.33066907387547e-16 8 0.867582113087362
"1931" "tf2" "Solyc03g082750" -0.381159542288815 -0.125980580405324 1.9718209915443 -0.190797515440769 -0.863850450271307 -0.410032903138089 1.76851166861441 -0.398765180128571 -0.145420219332867 0.692085860347589 -0.13348022525568 -1.66533453693773e-16 8 1.73831959242711
"1932" "tf2" "Solyc03g082770" -0.370763226008115 -0.403885268619765 2.03573576169838 -0.306707503431611 -0.530581684988875 -0.42379807865001 1.86074115378165 -0.343152421794542 -0.241840793903416 0.26796373466848 -0.206564496741374 -1.66533453693773e-16 8 0.10905897056291
"1933" "tf2" "Solyc03g082780" -0.384299641299904 -0.167624277010965 1.99792131639554 -0.233560951446926 -0.752803547169961 -0.459632899467785 1.82773674657161 -0.363837225690777 -0.135063936472921 0.57346086788223 -0.121696459424948 0 8 0.209584555681805
"1934" "tf2" "Solyc03g082785" -0.434329008449137 -0.141396587724694 1.99114288682415 -0.200524832523569 -0.763207698598922 -0.45168475952783 1.81439555670707 -0.412330752127078 -0.0946522806560566 0.590949466955607 -0.116127048105568 -3.88578058618805e-16 8 0.375084957228361
"1935" "tf2" "Solyc03g082790" -0.410126485962277 -0.406797951518699 2.04114876800877 -0.390826147958441 -0.417712927002146 -0.415685255567208 1.87929250458115 -0.349171162765198 -0.251630857691442 0.146617001337474 -0.127399362498843 -3.33066907387547e-16 8 0.0483113100880703
"1936" "tf2" "Solyc03g083010" -0.686816758873824 -0.540736818326225 0.0353190526095366 -0.0583251431716447 1.93853674589726 -0.687977078135103 0.407266495953558 0.416053520983175 1.2839524395548 -2.01561581097742 0.134833484561923 -1.66533453693773e-16 2 2.27537299180275
"1937" "tf2" "Solyc03g083090" -0.248101831020957 -0.301445941747561 -0.371233379959514 -0.560004841174351 2.0248758892554 -0.544089895353018 0.0496257614965798 0.930804746008272 1.00388072392168 -2.03658465032568 0.607168856587303 7.7715611723761e-16 9 2.61951333361726
"1938" "tf2" "Solyc03g083120" -0.435510839721071 -0.381972933028804 2.04064377266674 -0.401096122149737 -0.437746833857565 -0.384317043909566 1.8637228477494 -0.384219658567569 -0.260885792123704 0.166824255978204 -0.0993476557393084 -3.88578058618805e-16 5 1.65359397348295
"1939" "tf2" "Solyc03g083350" -0.470229635454323 0.203648521788359 -1.42710685176643 0.0301545529417072 1.64299922496475 0.0205341875259357 -1.22780880151796 0.656980515639163 1.48144639379747 -1.49606502300857 0.679273022502884 4.71844785465692e-16 1 1.92527544750871
"1940" "tf2" "Solyc03g083385" 1.24204159646184 0.337849826891245 0.221194151186743 -1.1824932569987 0.613916921753371 -1.2325092392945 0.882755044732188 2.20316688276198 0.229412338759779 -0.346522028291727 0.85874859983336 2.1094237467878e-15 5 2.93195682057096
"1941" "tf2" "Solyc03g083590" -0.537972252054389 -0.493905564533431 2.02909936738458 -0.350830708637804 -0.416485720910632 -0.22990512124832 1.7701585197742 -0.54402639160603 -0.314988808562657 0.0840149381570555 -0.176193097931696 -5.82867087928207e-16 6 0.634525932905037
"1942" "tf2" "Solyc03g083650" -0.562178400342695 -0.680485293881889 1.81352824908993 0.539386950255958 -0.666353034135175 -0.443898470986135 1.56612279384167 -0.601089424734721 0.217891473955928 0.383916605735949 -0.927055252589596 1.66533453693773e-16 8 1.99678501775834
"1943" "tf2" "Solyc03g083720" -1.0339715876822 0.130416913891211 -0.524493515792254 0.147096749433259 -0.542052289450349 1.82300372960033 -1.51508534307713 -1.23006177848989 -0.0734663565809931 0.23959016964958 0.361166595034903 -1.99840144432528e-15 9 2.55861519178691
"1944" "tf2" "Solyc03g083770" -0.684227663600947 -0.506009289720568 -0.330382854927121 0.00537603633808875 -0.470918615275011 1.98616238718556 -1.42597658451949 -1.06532617631335 -0.638826588464386 -0.0640474860899145 -0.0510194966148309 -1.4432899320127e-15 3 2.63586421683522
"1945" "tf2" "Solyc03g083880" -0.566381309757373 -0.548984338620665 2.02071478445987 -0.243322372715372 -0.420998583248506 -0.241028180117952 1.75463815168396 -0.580749148480934 -0.26024537170435 0.0798965320803161 -0.281121311284595 -3.60822483003176e-16 7 0.206013416934086
"1946" "tf2" "Solyc03g083960" -0.860856471532212 -0.44987198599008 -0.601930519401766 1.40440140303234 -0.638259805514516 1.14651737940624 -1.41060236237574 -1.01056024521161 0.692363905288337 0.369903886796778 -0.964665192622123 -5.55111512312578e-16 3 0.673934955191608
"1947" "tf2" "Solyc03g091035" -0.452606556564688 -0.354006812336107 2.03864144622161 -0.453053633334182 -0.33894343576636 -0.440031008220272 1.90371113164653 -0.347411147313544 -0.21629068666309 0.0836827968927323 -0.0301453290835199 -2.22044604925031e-16 8 0.0234207771346607
"1948" "tf2" "Solyc03g093070" -0.41899551191649 -0.395253312788004 2.04102960611204 -0.409371269338725 -0.389317449261582 -0.428092062807233 1.88990848463592 -0.342825438193933 -0.240135498285791 0.122731904467798 -0.101699213468627 -1.66533453693773e-16 8 0.0267482012375198
"1949" "tf2" "Solyc03g093110" -0.842183213789438 -1.1958174967244 1.01049162755104 0.67813426744057 -0.637333883231487 0.986708698753715 0.130099683880814 -1.28858634391626 -0.350118578585295 0.0016823450188451 -1.1551226933808 -8.88178419700125e-16 8 2.59414472350526
