"ITAG","cluster"
"Solyc01g010240",4
"Solyc01g010250",7
"Solyc01g010270",19
"Solyc01g010295",22
"Solyc01g010310",2
"Solyc01g010390",26
"Solyc01g010460",29
"Solyc01g010502",36
"Solyc01g010506",35
"Solyc01g010508",23
"Solyc01g010530",22
"Solyc01g010550",36
"Solyc01g010600",30
"Solyc01g010640",12
"Solyc01g010700",29
"Solyc01g010710",25
"Solyc01g010740",24
"Solyc01g010750",26
"Solyc01g010780",7
"Solyc01g010910",11
"Solyc01g010937",36
"Solyc01g011095",35
"Solyc01g011230",22
"Solyc01g011333",29
"Solyc01g011375",35
"Solyc01g011393",36
"Solyc01g012670",24
"Solyc01g012700",35
"Solyc01g013915",36
"Solyc01g014103",6
"Solyc01g014245",3
"Solyc01g014375",27
"Solyc01g014495",10
"Solyc01g014533",36
"Solyc01g014643",29
"Solyc01g015070",1
"Solyc01g016470",4
"Solyc01g016540",28
"Solyc01g016697",29
"Solyc01g017485",12
"Solyc01g017720",35
"Solyc01g017790",18
"Solyc01g017793",36
"Solyc01g017970",36
"Solyc01g018041",29
"Solyc01g018046",29
"Solyc01g020115",13
"Solyc01g020155",23
"Solyc01g020290",4
"Solyc01g020372",35
"Solyc01g021675",35
"Solyc01g022760",29
"Solyc01g022780",29
"Solyc01g034063",29
"Solyc01g035225",24
"Solyc01g038235",24
"Solyc01g028830",19
"Solyc01g044373",32
"Solyc01g049650",19
"Solyc01g049685",36
"Solyc01g049918",35
"Solyc01g050040",14
"Solyc01g050047",2
"Solyc01g056883",36
"Solyc01g057003",36
"Solyc01g057117",35
"Solyc01g057185",35
"Solyc01g057275",16
"Solyc01g057375",36
"Solyc01g057680",35
"Solyc01g058007",35
"Solyc01g058010",26
"Solyc01g058100",31
"Solyc01g058160",12
"Solyc01g058245",29
"Solyc01g058260",32
"Solyc01g058320",28
"Solyc01g058380",18
"Solyc01g058400",2
"Solyc01g058470",9
"Solyc01g058500",12
"Solyc01g058510",24
"Solyc01g058520",12
"Solyc01g058530",12
"Solyc01g058670",7
"Solyc01g058733",1
"Solyc01g059740",36
"Solyc01g059853",35
"Solyc01g059882",35
"Solyc01g059930",20
"Solyc01g060030",12
"Solyc01g060200",12
"Solyc01g060205",16
"Solyc01g060210",4
"Solyc01g060240",31
"Solyc01g060245",23
"Solyc01g060260",15
"Solyc01g060312",35
"Solyc01g065510",26
"Solyc01g065540",31
"Solyc01g065530",1
"Solyc01g065710",35
"Solyc01g065985",22
"Solyc01g066010",35
"Solyc01g066420",35
"Solyc01g066430",15
"Solyc01g066450",16
"Solyc01g066457",1
"Solyc01g066520",5
"Solyc01g066680",35
"Solyc01g066720",17
"Solyc01g066790",35
"Solyc01g066820",4
"Solyc01g066860",13
"Solyc01g066865",13
"Solyc01g066913",29
"Solyc01g066917",35
"Solyc01g066940",28
"Solyc01g067045",29
"Solyc01g067120",27
"Solyc01g067130",6
"Solyc01g067140",6
"Solyc01g067143",27
"Solyc01g067147",29
"Solyc01g067170",6
"Solyc01g067190",6
"Solyc01g067255",35
"Solyc01g067275",5
"Solyc01g067277",12
"Solyc01g067295",31
"Solyc01g067404",29
"Solyc01g067870",29
"Solyc01g068030",13
"Solyc01g068140",11
"Solyc01g068155",3
"Solyc01g068250",22
"Solyc01g068360",19
"Solyc01g068490",35
"Solyc01g068567",23
"Solyc01g068580",12
"Solyc01g079370",26
"Solyc01g079375",28
"Solyc01g079400",31
"Solyc01g079740",25
"Solyc01g079830",25
"Solyc01g079880",19
"Solyc01g079900",34
"Solyc01g079910",34
"Solyc01g079920",35
"Solyc01g079925",34
"Solyc01g079930",35
"Solyc01g079940",28
"Solyc01g079950",20
"Solyc01g079960",16
"Solyc01g079970",34
"Solyc01g079980",4
"Solyc01g079990",34
"Solyc01g080000",34
"Solyc01g080010",28
"Solyc01g080030",36
"Solyc01g080050",32
"Solyc01g080055",34
"Solyc01g080100",34
"Solyc01g080170",36
"Solyc01g080460",32
"Solyc01g080550",36
"Solyc01g080770",19
"Solyc01g080870",35
"Solyc01g080930",2
"Solyc01g081010",10
"Solyc01g081130",36
"Solyc01g081200",3
"Solyc01g081220",12
"Solyc01g081250",16
"Solyc01g081540",9
"Solyc01g081560",21
"Solyc01g081570",26
"Solyc01g081630",10
"Solyc01g081640",10
"Solyc01g073640",18
"Solyc01g073670",35
"Solyc01g073680",25
"Solyc01g073695",13
"Solyc01g073700",13
"Solyc01g073725",29
"Solyc01g073740",12
"Solyc01g086700",16
"Solyc01g086920",2
"Solyc01g086950",2
"Solyc01g086953",10
"Solyc01g087030",31
"Solyc01g087050",9
"Solyc01g087360",17
"Solyc01g087410",2
"Solyc01g088010",1
"Solyc01g088050",8
"Solyc01g088140",12
"Solyc01g088660",25
"Solyc01g088810",10
"Solyc01g089903",3
"Solyc01g089980",19
"Solyc01g090300",35
"Solyc01g090380",12
"Solyc01g090425",27
"Solyc01g090460",11
"Solyc01g090465",12
"Solyc01g090480",22
"Solyc01g090530",23
"Solyc01g090590",18
"Solyc01g090600",10
"Solyc01g090610",10
"Solyc01g090630",11
"Solyc01g090660",10
"Solyc01g090680",10
"Solyc01g090690",11
"Solyc01g090700",21
"Solyc01g090710",27
"Solyc01g090740",12
"Solyc01g090760",10
"Solyc01g090770",4
"Solyc01g090795",36
"Solyc01g090800",25
"Solyc01g090900",31
"Solyc01g090970",19
"Solyc01g091000",10
"Solyc01g091130",12
"Solyc01g091170",12
"Solyc01g091165",12
"Solyc01g091650",16
"Solyc01g091700",31
"Solyc01g091705",29
"Solyc01g091770",12
"Solyc01g091800",34
"Solyc01g093975",35
"Solyc01g094040",1
"Solyc01g094170",36
"Solyc01g094180",18
"Solyc01g094725",35
"Solyc01g094890",19
"Solyc01g095070",19
"Solyc01g095140",27
"Solyc01g095150",27
"Solyc01g095160",16
"Solyc01g095370",12
"Solyc01g095440",1
